	TCGA.P7.A5NX.01A	TCGA.P7.A5NY.01A	TCGA.P7.A5NY.05A	TCGA.P8.A5KC.01A	TCGA.P8.A5KC.11A	TCGA.P8.A5KD.01A	TCGA.P8.A5KD.11A	TCGA.P8.A6RX.01A	TCGA.P8.A6RY.01A	TCGA.PR.A5PF.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PH.01A	TCGA.QR.A6GO.01A	TCGA.QR.A6GR.01A	TCGA.QR.A6GS.01A	TCGA.QR.A6GT.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6GW.01A	TCGA.QR.A6GX.01A	TCGA.QR.A6GY.01A	TCGA.QR.A6GZ.01A	TCGA.QR.A6GZ.05A	TCGA.QR.A6H0.01A	TCGA.QR.A6H1.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6H3.01A	TCGA.QR.A6H4.01A	TCGA.QR.A6H5.01A	TCGA.QR.A6H6.01A	TCGA.QR.A6ZZ.01A	TCGA.QR.A700.01A	TCGA.QR.A702.01A	TCGA.QR.A703.01A	TCGA.QR.A705.01A	TCGA.QR.A706.01A	TCGA.QR.A707.01A	TCGA.QR.A708.01A	TCGA.QR.A70A.01A	TCGA.QR.A70C.01A	TCGA.QR.A70D.01A	TCGA.QR.A70E.01A	TCGA.QR.A70G.01B	TCGA.QR.A70H.01A	TCGA.QR.A70I.01A	TCGA.QR.A70J.01A	TCGA.QR.A70K.01A	TCGA.QR.A70M.01A	TCGA.QR.A70N.01A	TCGA.QR.A70O.01A	TCGA.QR.A70P.01A	TCGA.QR.A70Q.01A	TCGA.QR.A70R.01A	TCGA.QR.A70T.01A	TCGA.QR.A70U.01A	TCGA.QR.A70V.01A	TCGA.QR.A70W.01A	TCGA.QR.A70X.01A	TCGA.QR.A7IN.01A	TCGA.QR.A7IP.01A	TCGA.QT.A5XJ.01A	TCGA.QT.A5XK.01A	TCGA.QT.A5XL.01A	TCGA.QT.A5XM.01A	TCGA.QT.A5XN.01A	TCGA.QT.A5XO.01A	TCGA.QT.A5XP.01A	TCGA.QT.A69Q.01A	TCGA.QT.A7U0.01A	TCGA.RM.A68T.01A	TCGA.RM.A68W.01A	TCGA.RT.A6Y9.01A	TCGA.RT.A6YA.01A	TCGA.RT.A6YC.01A	TCGA.RW.A67V.01A	TCGA.RW.A67W.01A	TCGA.RW.A67X.01A	TCGA.RW.A67Y.01A	TCGA.RW.A680.01A	TCGA.RW.A681.01A	TCGA.RW.A684.01A	TCGA.RW.A685.01A	TCGA.RW.A686.01A	TCGA.RW.A686.06A	TCGA.RW.A688.01A	TCGA.RW.A689.01A	TCGA.RW.A68A.01A	TCGA.RW.A68B.01A	TCGA.RW.A68C.01A	TCGA.RW.A68D.01A	TCGA.RW.A68F.01A	TCGA.RW.A68G.01A	TCGA.RW.A7CZ.01A	TCGA.RW.A7D0.01A	TCGA.RW.A8AZ.01A	TCGA.RX.A8JQ.01A	TCGA.S7.A7WL.01A	TCGA.S7.A7WM.01A	TCGA.S7.A7WN.01A	TCGA.S7.A7WO.01A	TCGA.S7.A7WP.01A	TCGA.S7.A7WQ.01A	TCGA.S7.A7WR.01A	TCGA.S7.A7WT.01A	TCGA.S7.A7WU.01A	TCGA.S7.A7WV.01A	TCGA.S7.A7WW.01A	TCGA.S7.A7WX.01A	TCGA.S7.A7X0.01A	TCGA.S7.A7X1.01A	TCGA.S7.A7X2.01A	TCGA.SA.A6C2.01A	TCGA.SP.A6QC.01A	TCGA.SP.A6QD.01A	TCGA.SP.A6QF.01A	TCGA.SP.A6QG.01A	TCGA.SP.A6QH.01A	TCGA.SP.A6QI.01A	TCGA.SP.A6QJ.01A	TCGA.SP.A6QK.01A	TCGA.SQ.A6I4.01A	TCGA.SQ.A6I4.11A	TCGA.SQ.A6I6.01A	TCGA.SR.A6MP.01A	TCGA.SR.A6MQ.01A	TCGA.SR.A6MR.01A	TCGA.SR.A6MS.01A	TCGA.SR.A6MT.01A	TCGA.SR.A6MU.01A	TCGA.SR.A6MV.01A	TCGA.SR.A6MX.01A	TCGA.SR.A6MX.05A	TCGA.SR.A6MX.06A	TCGA.SR.A6MY.01A	TCGA.SR.A6MZ.01A	TCGA.SR.A6N0.01A	TCGA.TT.A6YJ.01A	TCGA.TT.A6YK.01A	TCGA.TT.A6YN.01A	TCGA.TT.A6YO.01A	TCGA.TT.A6YP.01A	TCGA.W2.A7H5.01B	TCGA.W2.A7H7.01A	TCGA.W2.A7HA.01B	TCGA.W2.A7HB.01A	TCGA.W2.A7HC.01A	TCGA.W2.A7HD.01A	TCGA.W2.A7HE.01A	TCGA.W2.A7HF.01A	TCGA.W2.A7HH.01A	TCGA.W2.A7UY.01A	TCGA.WB.A80K.01A	TCGA.WB.A80L.01A	TCGA.WB.A80M.01A	TCGA.WB.A80N.01A	TCGA.WB.A80O.01A	TCGA.WB.A80P.01A	TCGA.WB.A80Q.01A	TCGA.WB.A80V.01A	TCGA.WB.A80Y.01A	TCGA.WB.A814.01A	TCGA.WB.A815.01A	TCGA.WB.A816.01A	TCGA.WB.A817.01A	TCGA.WB.A818.01A	TCGA.WB.A819.01A	TCGA.WB.A81A.01A	TCGA.WB.A81D.01A	TCGA.WB.A81E.01A	TCGA.WB.A81F.01A	TCGA.WB.A81G.01A	TCGA.WB.A81H.01A	TCGA.WB.A81I.01A	TCGA.WB.A81J.01A	TCGA.WB.A81K.01A	TCGA.WB.A81M.01A	TCGA.WB.A81N.01A	TCGA.WB.A81P.01A	TCGA.WB.A81Q.01A	TCGA.WB.A81R.01A	TCGA.WB.A81S.01A	TCGA.WB.A81T.01A	TCGA.WB.A81V.01A	TCGA.WB.A81W.01A	TCGA.WB.A820.01A	TCGA.WB.A821.01A	TCGA.WB.A822.01A	TCGA.XG.A823.01A
hsa-mir-1-1	44.738	31.214	37.587	76.398	112.874	6.9	32.244	182.76	14.333	16.799	27.258	47.134	20.099	51.093	5.399	64.825	55.885	37.978	34.608	17.108	213.789	426.66	30.477	36.752	15.634	36.049	16.999	280.924	40.128	508.236	159.333	12.062	228.558	13.443	93.462	7.476	3.848	11.709	85.747	109.091	9.065	29.83	11.283	49.274	136.684	4.045	11.757	4.067	29.359	21.942	18.204	90.809	3.104	31.44	6.098	14.899	36.931	9.931	30.29	287.639	3.287	84.457	49.339	8.476	6.158	8.668	11.962	13.722	27.511	33.947	16.336	12.301	18.523	16.191	26.249	80.748	2.747	12.962	2.524	37.584	20.372	77.951	16.648	1.855	23.529	10.296	16.543	220.827	7.106	19.548	13.071	65.161	6.097	59.795	12.702	4.605	50.252	20.193	106.91	117.895	501.913	15.492	44.437	60.211	169.423	134.689	23.673	123.507	148.565	58.548	21.485	38.393	43.174	20.37	88.583	950.131	9.171	11.143	173.963	38.103	111.727	11.262	30.306	17.973	68.195	31.771	5.525	29.345	48.176	23.178	34.662	18.894	15.055	37.387	97.444	15.339	282.6	10.615	117.464	185.328	18.609	114.425	56.063	10.138	15.543	19.946	99.123	3.393	10.381	17.261	21.171	110.644	62.465	37.247	53.557	50.974	55.988	20.53	0	259.941	38.109	145.324	24.634	27.001	32.786	7.574	22.716	16.931	35.007	83.738	54.213	14.573	14.54	24.18	24.551	4.225	15.194	22.558	5.298	121.314	79.867	114.838	56.788	77.714	26.069	121.462	261.705
hsa-mir-100	5707.445	10510.266	9140.415	2137.247	38869.248	5572.681	28337.284	6664.985	3274.464	690.611	611.941	693.913	5521.161	37520.988	8664.032	17367.518	7726.158	10757.259	8420.69	699.283	7695.777	4618.215	15836.946	2828.159	3069.496	9577.372	6467.184	8674.286	8413.959	8344.132	16352.879	1148.312	11906.545	21105.87	6840.471	6875.295	1893.63	2092.542	4136.379	4563.498	4337.801	21372.313	775.689	5425.952	2209.397	2336.63	3531.121	6671.853	3560.559	811.043	12459.979	9357.171	2896.411	9004.644	3457.692	2823.962	12677.47	1926.645	8423.237	15632.099	12736.287	2859.799	5338.519	4745.083	10968.127	2954.045	5168.435	3606.24	13813.806	15070.357	5149.747	2135.922	10218.968	2166.535	6777.828	13849.591	2561.615	2331.838	543.605	1867.224	11588.368	2550.901	626.759	4458.799	5415.403	4932.91	3421.039	6184.118	4185.67	2975.957	6174.154	10786.009	4420.187	874.962	4312.411	839.94	18994.087	1014.693	29566.175	6065.341	15219.159	4961.003	366.193	1903.863	27127.171	10415.264	7366.81	2610.523	11975.17	3383.411	999.408	12730.02	5713.098	1983.036	11317.095	8336.905	3731.171	2706.277	15127.207	72132.717	41083.994	2976.656	7016.757	4958.413	7845.254	5170.077	3107.171	6958.086	2027.761	6241.383	6676.622	8764.325	3473.129	6362.818	18941.167	3085.396	1463.463	4098.919	24650.721	4998.201	2591.673	5113.846	27664.694	11944.141	4293.352	10595.039	15840.743	12426.674	4807.622	1502.915	14347.845	4721.95	679.764	10557.198	14095.8	27339.358	278.845	1470.239	1913.515	3497.64	18198.543	12881.939	13501.757	11619.604	6776.882	1578.688	9264.985	3477.324	12707.642	9253.037	18191.015	8843.169	8757.783	8262.896	137.305	6289.691	5337.046	4322.871	5346.284	10081.538	9813.14	7110.014	3915.636	14437.446	2429.223	10525.062	22837.155
hsa-mir-101-1	50437.006	64466.235	47789.508	44243.295	54539.345	47930.118	63064.295	22460.003	91412.664	74041.858	45759.272	56815.754	48716.072	30888.191	74707.621	19892.603	75607.725	34237.929	53185.025	61027.967	36161.868	43517.265	47911.656	39238.962	46900.232	47492.397	58959.534	36096.31	37848.924	39269.141	22297.519	38203.081	22181.189	46690.576	53616.127	45278.763	30127.675	46117.897	44792.204	35909.235	43048.256	44618.219	43723.457	35659.121	58203.905	40187.882	40274.116	24154.71	37829.56	56989.184	60172.188	66124.314	90959.4	55297.464	71883.229	55945.172	49667.339	39561.332	32568.563	23125.692	45951.857	20717.743	34050.327	53626.93	58855.468	40102.37	60389.581	51900.766	40229.783	40813.427	50445.23	39985.051	48299.299	70282.364	44194.241	42119.331	60968.864	30170.694	46969.628	31759.6	53858.361	56548.25	40344.704	41603.71	47151.288	64667.355	43518.99	34141.784	43754.11	74136.417	59175.765	57748.479	36053.485	35961.302	34035.658	34375.851	39482.027	26337.849	37504.225	26773.556	28424.299	37674.096	60606.148	73587.14	26255.49	29272.862	32801.751	50605.757	36886.636	23306.69	50602.335	66730.496	50409.857	29126.071	45710.68	73740.625	65267.989	25103.051	52644.355	28852.285	52452.184	27735.945	43367.583	44162.429	51893.911	32032.818	47344.581	41721.346	40449.232	24779.181	25985.18	31089.618	42740.414	56060.795	38119.122	53350.184	32846.161	57117.971	47148.249	36654.228	76036.506	39377.474	41999.15	47698.228	27924.122	54748.073	49720.756	50548.147	80197.11	18916.511	83331.052	53595.338	40311.83	42434.105	39036.555	35940.252	46808.566	32229.968	52471.626	46750.524	55088.863	46995.722	31737.75	41886.676	26015.75	39613.634	37143.018	41431.993	21233.261	34687.618	37618.256	80708.189	46114.468	25399.859	66991.944	42027.277	42455.249	24157.22	35583.029	74434.045	25782.57	27747.715	50060.917	27934.78	41441.619	16406.448	73368.238
hsa-mir-101-2	51549.348	64603.355	48494.269	44337.838	55119.588	47738.075	63581.993	22507.679	92472.179	73999.861	45906.465	56933.588	49193.209	31120.282	75774.005	20314.273	76392.741	34275.115	52857.73	61016.206	36574.039	44072.479	48173.019	39163.708	46868.964	47642.141	59907.702	36461.784	38318.733	39800.028	22655.639	38802.567	22703.606	47489.328	53983.022	45359.336	30349.193	46242.568	45455.461	36504.655	43065.254	44926.46	43774.229	35809.447	59441.382	40167.657	40861.983	24400.761	38073.243	57169.596	60050.116	66274.38	92236.635	56145.406	73129.009	56757.749	49996.644	39620.919	32624.553	23378.841	46064.693	21001.878	34484.513	53906.634	58801.281	40638.917	61206.195	52296.885	40859.599	41014.159	51122.702	41026.214	48096.972	70619.335	44438.143	42759.99	62274.947	30684.834	47069.766	32054.678	54519.418	56861.895	40607.159	41951.474	47107.849	65525.029	43821.722	34282.921	44045.473	74307.695	59276.489	58431.738	35758.806	36049.164	33965.795	35053.698	39592.809	26695.011	37597.067	26974.032	28281.624	38512.473	60967.403	74974.395	26967.066	29056.281	33001.281	51133.549	36873.497	23688.379	50977.206	67285.147	50902.608	29413.641	45992.423	75251.66	64740.017	25214.478	52704.244	29155.106	53538.028	28069.312	43974.988	44064.579	52237.671	32145.462	47081.598	42019.146	40651.57	24932.156	26074.312	31380.109	42884.94	56648.474	38379.298	53420.307	33075.605	57663.887	47531.162	36944.65	75344.604	39522.412	42311.923	48713.848	28588.868	55487.261	50049.309	50556.63	80452.738	19140.9	84166.326	54045.98	40388.992	42878.341	38913.3	35875.603	46889.804	32953.244	53058.634	47019.716	55288.118	47741.027	31541.796	41672.165	26360.004	39946.875	37472.079	41711.759	21548.326	34573.283	37920.537	80657.185	46419.803	25731.709	67342.025	42301.906	42878.037	24182.854	35927.38	74377.766	25832.323	27901.2	49617.433	28468.214	41402.999	16439.574	74338.916
hsa-mir-103a-1	93610.237	109350.021	110346.78	81781.671	90681.978	53499.349	92365.322	99138.678	109391.344	71099.297	80792.543	111705.573	87430.611	88394.537	114874.526	95208.647	50779.757	102898.929	56061.468	150738.31	77128.541	69269.758	80039.009	79864.002	52024.049	51629.073	121385.61	92578.993	110078.46	62190.258	41334.78	124984.457	71016.112	57000.413	70438.463	127646.073	41878.622	30025.02	58077.133	85149.215	98333.689	87330.174	47799.348	60685.146	134161.094	62343.397	142514.64	70425.565	55685.201	122551.207	54094.254	85435.84	99140.118	109033.124	134551.174	126561.426	61079.909	40260.927	68199.12	107000.579	174506.63	45756.787	59973.227	136490.016	133096.611	74764.721	88145.693	96002.649	74524.897	111376.437	142408.437	110285.076	81774.541	91231.272	65601.767	96119.247	147557.178	72898.006	88875.15	90334.456	63753.852	85155.048	103345.783	67735.165	93044.652	93661.46	84943.669	81780.901	54902.277	67924.794	93453.467	47334.819	30450.517	82768.714	105785.86	114414.252	103037.011	92462.017	66113.838	42697.52	61532.69	73091.865	104559.985	106443.531	83140.972	55300.247	98927.187	39980.628	40372.361	110358.865	121690.678	76514.084	60407.544	66518.588	70461.019	44881.552	45537.847	72056.886	82682.028	77831.179	56662.883	115999.477	32436.22	62365.577	22649.221	39205.94	79120.157	91886.518	91345.593	59744.647	65641.341	33145.491	47783.753	75006.71	74516.409	95093.976	75853.8	103849.891	46323.229	36499.411	49705.311	36700.881	110764.016	135761.386	93931.265	135745.559	60066.299	72768.567	55558.208	55750.877	55385.954	52026.733	55615.701	88774.582	57529.177	38605.809	65133.267	98242.262	52599.522	79855.534	116916.436	60899.082	36188.694	32760.202	70428.861	57709.644	121926.558	88160.193	52407.69	34957.351	42436.666	43521.217	91842.016	76302.134	73570.746	94948.846	85385.474	95486.641	86526.8	45032.372	63936.635	83878.067	116486.108	125049.334	81300.768	24457.091	49100.729
hsa-mir-106a	7.456	3.344	104.707	47.749	17.637	31.049	30.453	50.325	7.718	8.399	21.806	26.185	19.225	3.261	182.23	54.947	11.352	12.659	5.933	23.523	13.482	22.236	39.712	29.752	10.423	36.049	30.22	23.456	30.25	27.842	1.517	17.49	7.836	6.722	23.945	12.46	25.835	17.22	66.692	45.802	6.799	25.568	21.155	46.768	223.576	31.011	6.532	15.251	17.616	29.256	9.637	8.465	85.873	2.774	19.166	25.214	9.233	9.931	8.261	14.968	10.955	36.915	13.568	11.301	12.315	26.004	15.152	173.817	12.292	11.808	15.375	16.694	12.824	4.048	7.656	32.832	7.693	37.033	4.207	111.154	7.13	22.71	38.193	5.564	12.67	11.326	86.022	24.963	5.33	14.894	11.533	24.203	20.323	37.83	6.351	13.815	19.416	10.096	12.66	28.251	8.917	28.25	125.905	15.655	101.654	4.31	25.928	12.44	8.085	43.911	10.372	51.462	18.771	13.18	12.918	9.829	6.551	6.964	7.605	7.019	6.983	1.126	20.634	33.948	16.701	44.769	30.939	3.261	10.511	30.595	31.361	12.989	28.604	58.417	11.693	8.765	11.439	19.714	36.996	15.821	5.075	28.606	51.145	4.608	38.259	0	5.569	8.482	23.357	11.096	29.831	8.068	4.899	9.993	55.758	6.216	41.717	3.158	14.757	23.126	15.243	15.916	13.437	12.001	15.3	5.891	27.909	12.9	2.693	8.052	23	0	4.039	7.504	6.365	14.084	10.57	12.304	7.064	5.003	9.165	6.625	10.817	21.126	15.448	21.08	12.972
hsa-mir-106b	1098.785	1074.66	2099.517	1686.496	994.703	1813.479	1295.142	2501.246	1326.323	1516.544	1361.534	2272.892	946.41	1892.057	2488.454	1453.93	926.475	1326.064	1578.138	1871.171	1824.593	1514.853	1166.437	967.805	1162.135	1373.346	1293.185	1831.735	1119.886	1767.737	2336.126	1498.716	1660.634	919.741	1210.368	1010.902	1489.619	1122.727	1717.872	1083.414	1163.773	1410.522	1160.712	1326.214	3878.893	1964.495	1476.199	1975.527	3437.983	1583.078	1254.993	1509.122	2042.852	1414.778	1785.908	1147.235	1321.836	1300.982	813.227	3046.245	570.756	1719.907	943.615	1442.313	1155.188	1871.415	2279.183	2974.096	1373.771	995.539	1292.482	1913.631	1631.444	1882.184	1077.321	1914.878	2583.045	1007.295	1059.44	1619.327	1342.487	1352.174	1308.36	674.199	874.211	1740.058	2034.757	1234.711	1555.413	1719.297	1519.319	757.729	1674.59	1508.303	1140.026	2198.397	1136.379	1087.892	1242.123	1540.24	1919.752	1883.614	2576.516	1187.356	1989.874	1427.708	1282.851	804.126	1926.295	1110.164	796.415	1580.633	875.689	1794.917	1010.092	1664.367	1261.629	892.807	1338.472	1419.852	1525.767	1281.663	2033.712	1145.248	1105.044	1793.641	1543.641	987.957	1261.329	977.186	1110.019	1009.633	1332.345	1241.953	1190.766	1519.689	1324.854	849.203	1654.665	1847.628	3593.155	1030.779	1787.135	1012.856	1306.776	1319.98	906.585	894.042	1215.855	1894.98	2634.769	2271.653	1380.349	1311.814	1683.015	1033.152	1411.788	1433.917	960.857	1034.214	1623.431	1125.915	1592.262	1126.559	1001.068	2548.959	1685.546	1289.182	1131.902	733.512	1348.76	782.066	839.267	1361.585	1324.854	778.818	1051.687	1062.261	1108.107	1974.786	889.009	856.868	824.771	851.081	1212.681	1049.997	1028.208
hsa-mir-107	695.468	1064.627	845.713	492.77	425.041	540.479	424.549	488.242	573.307	241.714	506.998	578.697	557.534	856.616	1135.226	549.468	223.542	500.834	320.374	1013.64	322.289	406.509	537.503	736.792	232.427	300.874	839.878	501.845	392.639	429.429	198.787	1214.05	270.351	285.669	294.289	1182.016	234.711	112.273	400.153	602.082	354.684	651.993	214.372	330.718	927.01	536.629	764.227	342.642	299.466	639.57	288.049	813.433	801.828	1289.944	1634.324	1060.132	550.893	214.072	506.661	782.874	1092.214	239.389	404.583	1115.992	660.107	542.615	244.825	690.693	259.302	621.382	963.836	613.276	675.375	519.118	376.242	400.19	1585.212	776.456	526.775	592.554	696.708	526.63	615.008	506.344	523.079	723.823	516.134	420.532	287.809	349.072	574.358	233.649	270.292	582.088	476.334	1494.762	489.956	397.548	344.643	235.79	340.129	454.728	1149.599	757.451	382.049	207.96	801.5	177.707	225.375	778.016	700.845	926.325	289.081	575.14	436.763	399.055	613.128	423.422	497.174	573.556	481.821	796.253	230.195	642.018	176.751	119.865	327.071	461.916	475.626	535.876	392.014	244.438	578.102	663.621	351.773	1256.729	320.953	639.935	325.569	224.879	1030.241	136.357	808.489	1113.312	657.573	956.252	445.497	900.828	382.793	215.759	155.892	184.406	268.231	734.035	573.722	246.166	623.558	716.958	203.321	427.376	549.854	240.823	193.714	208.511	375.947	228.051	987.832	577.27	246.846	214.981	182.354	327.885	526.662	707.891	510.119	515.456	572.747	367.075	588.047	467.745	260.549	458.248	1168.201	854.099	256.826	126.481	289.906
hsa-mir-10a	55902.461	168235.604	77421.688	105303.798	191596.697	33413.088	214807.324	36466.272	87035.687	96674.288	63384.258	163385.062	111498.083	60053.91	27116.524	92749.005	62709.547	113949.726	71109.151	44342.47	64478.372	53764.756	166625.026	92944.239	99570.491	67269.688	85083.883	60507.263	130702.506	66968.715	121482.327	29717.997	72051.152	49514.774	80049.571	98058.3	145713.836	38541.213	73106.318	51545.879	76845.256	119297.733	142327.594	87538.473	88714.189	90453.071	73516.036	47965.762	47477.052	37653.365	53330.765	59623.008	15896.892	79649.209	49076.75	117423.661	102080.68	70247.516	93271.488	52383.572	124284.513	72681.296	111372.507	46134.247	48675.529	137567.641	64123.358	36103.568	33073.529	31159.13	37113.929	48885.456	53823.412	97382.775	109001.962	65956.812	79623.819	121437.631	62055.077	38745.497	94805.22	68131.036	59968.151	103173.713	157636.722	123897.286	86361.382	68633.05	87645.019	43012.21	63747.561	95930.037	59565.832	106847.862	154400.516	63080.262	140717.963	51488.103	304090.74	61467.804	73480.501	134881.137	19813.089	58807.815	90260.128	64698.336	78984.381	118668.608	62674.334	94073.457	70072.636	99229.458	59072.892	58093.979	116492.197	104737.163	117382.55	91218.106	166758.615	76234.847	201904.074	65004.396	52134.983	122486.588	71269.753	61115.226	26911.505	124025.007	91851.876	65909.079	88898.928	58862.208	90728.911	130757.894	111465.229	86158.817	119792	164852.964	150424.707	47810.059	97136.987	88215.992	75536.702	93983.618	65151.103	119997.319	188249.02	102831.788	60686.338	107049.721	160273.416	73467.404	82891.988	81019.071	120097.861	112040.393	42443.66	118490.812	42872.898	53878.087	94805.762	190337.139	136407.156	135193.024	164897.564	95542.625	39343.898	21710.497	65758.03	238383.269	171948.872	63289.016	85664.233	62011.743	51406.501	51328.725	66624.888	161290.456	70067.663	55994.373	127106.026	99393.334	92804.354	81153.764	48718.668	70311.627	163756.897
hsa-mir-10b	1348669.323	1828094.013	1288038.663	1123187.987	1051609.01	1642575.94	618773.496	726070.21	1889220.047	2179311.409	1105613.512	2078426.207	1719783.871	906973.998	1050886.304	332143.677	1206410.648	1560571.64	1463732.734	1233339.981	999869.306	1227744.175	1236100.043	1399363.127	1660339.919	936013.963	1077795.295	686973.229	1040016.297	672312.327	1518388.338	1129146.979	1135070.601	1846821.885	1333584.329	1250945.639	1337897.414	1413701.754	1014501.869	772180.545	1464388.598	966117.747	2444702.821	798022.53	1034299.184	659824.992	2157931.774	614903.458	1471370.254	1214808.414	1423246.316	1474753.667	1351446.905	1529312.711	1639320.598	1375761.405	1024055.227	1512199.134	700605.474	400832.752	1829239.067	752867.728	1123972.857	1819983.183	1350643.715	1463581.772	1274343.29	921171.126	204646.85	197510.894	1120470.29	1501563.457	1447973.038	2284924.638	1847644.566	942397.741	1793945.623	946534.088	1232169.936	742335.474	1794516.458	1135287.293	1151083.938	1970828.065	1699116.947	1845928.813	1809579.065	962860.703	1279753.542	970455.132	1093454.929	764658.854	2006640.988	1060898.055	1494274.291	973956.042	1863428.307	1464693.105	1062946.051	917544.658	813516.104	2533107.73	1003971.541	1363276.191	387174.865	1667357.067	1680751.004	1274953.387	888755.889	1684367.721	1426257.15	566253.889	1144936.068	2103652.894	741827.359	518946.958	1769474.009	1888025.786	1849551.821	601831.946	507102.953	2664610.374	1753835.285	1149562.103	847109.261	1779075.653	1336725.573	1268736.71	1431808.553	532792.711	916456.684	375444.22	1226770.322	1393125.304	1014799.463	2022949.546	1558168.695	2309733.92	859032.114	809315.309	1874640.66	871926.502	1670858.189	1069399.703	1733885.189	2776541.92	1878546.44	1982301.349	1026237.281	1246597.193	1068295.698	1288022.68	2246190.626	1805150.099	2138444.328	1053461.663	1498772.128	2448395.84	1534443.759	843544.557	1733906.052	1739233.412	1190782.594	1573952.277	2021493.21	2136694.143	959729.163	813624.401	1189290.586	2018607.441	1868489.772	1295221.926	1766603.579	1172419.905	1659513.216	1015859.072	1602269.292	2643131.039	1489823.437	1496164.835	1836721.356	1472040.085	1104904.263	1678495.152	1528427.406	1296315.162	1028010.951
hsa-mir-1180	641.24	929.737	350.367	107.913	223.985	756.67	136.142	399.952	648.278	330.373	403.418	357.431	1254.015	267.421	253.772	219.17	171.149	1252.482	280.822	683.245	296.609	532.283	321.394	519.779	1228.841	603.135	311.019	468.025	365.475	615.357	1376.334	711.664	636.696	490.678	638.784	1033.329	1893.08	412.585	271.166	530.465	957.534	349.434	1730.491	330.718	120.087	982.922	1195.33	517.521	308.273	598.124	449.741	497.91	481.614	1207.647	668.191	769.025	653.224	2219.063	535.115	275.275	1471.257	275.185	736.39	839.113	775.872	453.335	994.451	489.431	505.14	257.556	805.279	613.276	599.859	864.185	1196.538	348.724	659.36	319.717	722.843	402.233	444.1	748.821	795.201	573.115	383.712	378.9	1057.081	471.418	710.64	351.865	839.623	457.989	495.874	102.506	573.189	188.802	568.76	729.468	154.738	589.475	342.676	1339.58	702.761	697.24	251.593	211.193	445.278	743.706	427.504	505.541	186.694	593.044	155.803	861.512	813.241	108.774	1253.768	880.271	600.791	520.412	136.167	602.539	143.791	1227.122	331.235	2544.602	887.29	552.126	838.258	566.471	504.254	604.599	865.648	463.834	615.846	646.443	350.558	996.297	88.791	540.163	915.206	471.05	467.193	1251.554	657.573	1964.13	751.775	1720.225	630.635	321.789	598.549	904.743	1402.396	567.787	414.518	380.439	315.072	574.83	327.937	472.704	1270.653	500.33	1097.34	409.521	970.468	1115.853	532.858	846.555	748.617	490.35	676.844	1027.372	386.919	1338.239	1488.528	345.75	362.013	491.142	1668.782	436.479	395.406	782.886	554.355	938.604	1221.37	78.298	280.318
hsa-mir-1247	18.98	17.837	0	2.865	52.91	1.15	41.201	0.883	2.205	8.399	1.363	7.856	14.856	51.636	0	1.235	30.562	11.868	4.944	0	17.334	4.864	5.541	1.75	5.211	4.853	0	38.184	4.939	15.101	1.517	0	32.651	8.962	9.269	1.661	2.748	3.444	8.062	8.328	27.196	21.307	2.821	8.351	7.811	0	1.306	1.017	4.404	5.689	8.567	29.244	0	3.699	1.742	2.292	10.772	0	14.686	3.254	110.646	2.237	67.842	2.825	7.389	0	7.975	2.744	599.964	1.476	0.961	4.393	0	1.012	17.5	67.438	1.648	0	3.366	1.599	12.223	9.821	0	0	30.769	5.148	0	6.721	18.654	14.894	26.911	5.585	4.065	1.22	1.588	0	3.426	1.262	344.643	34.771	0	7.29	0	7.827	22.025	14.008	3.382	5.331	43.458	0	2.963	12.253	6.57	3.595	28.297	2.621	17.031	1.393	30.42	0	87.286	4.505	11.606	2.995	22.268	8.665	22.099	16.303	0.876	4.636	7.428	1.181	0	10.515	37.029	0	4.71	21.23	73.068	20.341	3.383	23.839	3.934	5.53	2.391	3.52	49.005	3.393	3.893	0	84.682	5.763	12.248	9.993	5.869	1.243	5.489	12.634	4.919	0	96.905	45.673	22.395	36.002	40.436	14.306	8.437	1.612	0	34.622	23	7.286	0	13.341	11.821	0.704	17.836	3.076	13.244	5.003	9.165	20.98	0	38.48	6.759	7.027	50.762
