	TCGA.2J.AAB1.01A	TCGA.2J.AAB4.01A	TCGA.2J.AAB6.01A	TCGA.2J.AAB8.01A	TCGA.2J.AAB9.01A	TCGA.2J.AABA.01A	TCGA.2J.AABE.01A	TCGA.2J.AABF.01A	TCGA.2J.AABH.01A	TCGA.2J.AABI.01A	TCGA.2J.AABK.01A	TCGA.2J.AABO.01A	TCGA.2J.AABP.01A	TCGA.2J.AABR.01A	TCGA.2J.AABT.01A	TCGA.2J.AABU.01A	TCGA.2J.AABV.01A	TCGA.2L.AAQA.01A	TCGA.2L.AAQE.01A	TCGA.2L.AAQI.01A	TCGA.2L.AAQJ.01A	TCGA.2L.AAQL.01A	TCGA.2L.AAQM.01A	TCGA.3A.A9I5.01A	TCGA.3A.A9I7.01A	TCGA.3A.A9I9.01A	TCGA.3A.A9IB.01A	TCGA.3A.A9IC.01A	TCGA.3A.A9IH.01A	TCGA.3A.A9IJ.01A	TCGA.3A.A9IL.01A	TCGA.3A.A9IN.01A	TCGA.3A.A9IO.01A	TCGA.3A.A9IR.01A	TCGA.3A.A9IS.01A	TCGA.3A.A9IU.01A	TCGA.3A.A9IV.01A	TCGA.3A.A9IX.01A	TCGA.3A.A9IZ.01A	TCGA.3A.A9J0.01A	TCGA.3E.AAAY.01A	TCGA.3E.AAAZ.01A	TCGA.F2.6879.01A	TCGA.F2.6880.01A	TCGA.F2.7273.01A	TCGA.F2.7276.01A	TCGA.F2.A44G.01A	TCGA.F2.A44H.01A	TCGA.F2.A7TX.01A	TCGA.F2.A8YN.01A	TCGA.FB.A4P5.01A	TCGA.FB.A4P6.01A	TCGA.FB.A545.01A	TCGA.FB.A5VM.01A	TCGA.FB.A78T.01A	TCGA.FB.A7DR.01A	TCGA.FB.AAPP.01A	TCGA.FB.AAPQ.01A	TCGA.FB.AAPS.01A	TCGA.FB.AAPU.01A	TCGA.FB.AAPY.01A	TCGA.FB.AAPZ.01A	TCGA.FB.AAQ0.01A	TCGA.FB.AAQ1.01A	TCGA.FB.AAQ2.01A	TCGA.FB.AAQ3.01A	TCGA.FB.AAQ6.01A	TCGA.H6.8124.01A	TCGA.H6.8124.11A	TCGA.H6.A45N.01A	TCGA.H6.A45N.11A	TCGA.H8.A6C1.01A	TCGA.HV.A5A3.01A	TCGA.HV.A5A3.11A	TCGA.HV.A5A4.01A	TCGA.HV.A5A5.01A	TCGA.HV.A5A6.01A	TCGA.HV.A7OL.01A	TCGA.HV.A7OP.01A	TCGA.HV.AA8V.01A	TCGA.HV.AA8X.01A	TCGA.HZ.7289.01A	TCGA.HZ.7918.01A	TCGA.HZ.7919.01A	TCGA.HZ.7920.01A	TCGA.HZ.7922.01A	TCGA.HZ.7923.01A	TCGA.HZ.7924.01A	TCGA.HZ.7925.01A	TCGA.HZ.7926.01A	TCGA.HZ.8001.01A	TCGA.HZ.8002.01A	TCGA.HZ.8003.01A	TCGA.HZ.8005.01A	TCGA.HZ.8315.01A	TCGA.HZ.8317.01A	TCGA.HZ.8519.01A	TCGA.HZ.8636.01A	TCGA.HZ.8637.01A	TCGA.HZ.8638.01A	TCGA.HZ.A49G.01A	TCGA.HZ.A49H.01A	TCGA.HZ.A49I.01A	TCGA.HZ.A4BH.01A	TCGA.HZ.A4BK.01A	TCGA.HZ.A77O.01A	TCGA.HZ.A77P.01A	TCGA.HZ.A77Q.01A	TCGA.HZ.A8P0.01A	TCGA.HZ.A8P1.01A	TCGA.HZ.A9TJ.01A	TCGA.HZ.A9TJ.06A	TCGA.IB.7644.01A	TCGA.IB.7645.01A	TCGA.IB.7646.01A	TCGA.IB.7647.01A	TCGA.IB.7649.01A	TCGA.IB.7651.01A	TCGA.IB.7652.01A	TCGA.IB.7654.01A	TCGA.IB.7885.01A	TCGA.IB.7886.01A	TCGA.IB.7887.01A	TCGA.IB.7888.01A	TCGA.IB.7889.01A	TCGA.IB.7890.01A	TCGA.IB.7891.01A	TCGA.IB.7893.01A	TCGA.IB.7897.01A	TCGA.IB.8126.01A	TCGA.IB.8127.01A	TCGA.IB.A5SO.01A	TCGA.IB.A5SP.01A	TCGA.IB.A5SQ.01A	TCGA.IB.A5SS.01A	TCGA.IB.A5ST.01A	TCGA.IB.A6UF.01A	TCGA.IB.A6UG.01A	TCGA.IB.A7LX.01A	TCGA.IB.A7M4.01A	TCGA.IB.AAUM.01A	TCGA.IB.AAUN.01A	TCGA.IB.AAUO.01A	TCGA.IB.AAUP.01A	TCGA.IB.AAUQ.01A	TCGA.IB.AAUR.01A	TCGA.IB.AAUS.01A	TCGA.IB.AAUT.01A	TCGA.IB.AAUU.01A	TCGA.IB.AAUV.01A	TCGA.IB.AAUW.01A	TCGA.L1.A7W4.01A	TCGA.LB.A7SX.01A	TCGA.LB.A8F3.01A	TCGA.LB.A9Q5.01A	TCGA.M8.A5N4.01A	TCGA.OE.A75W.01A	TCGA.PZ.A5RE.01A	TCGA.Q3.A5QY.01A	TCGA.Q3.AA2A.01A	TCGA.RB.A7B8.01A	TCGA.RB.AA9M.01A	TCGA.RL.AAAS.01A	TCGA.S4.A8RM.01A	TCGA.S4.A8RO.01A	TCGA.S4.A8RP.01A	TCGA.US.A774.01A	TCGA.US.A776.01A	TCGA.US.A779.01A	TCGA.US.A77E.01A	TCGA.US.A77G.01A	TCGA.US.A77J.01A	TCGA.XD.AAUG.01A	TCGA.XD.AAUH.01A	TCGA.XD.AAUI.01A	TCGA.XD.AAUL.01A	TCGA.XN.A8T3.01A	TCGA.XN.A8T5.01A	TCGA.YB.A89D.01A	TCGA.YB.A89D.11A	TCGA.YH.A8SY.01A	TCGA.YY.A8LH.01A	TCGA.Z5.AAPL.01A
hsa-mir-338	11195.245	3496.714	2972.971	6000.153	8654.369	4553.919	5747.838	4473.725	4550.999	1360.597	9006.736	9660.565	1895.09	4641.985	7685.407	1853.726	14339.095	4071.32	1618.041	6086.06	8934.755	10081.298	24234.697	4424.433	8470.138	11269.833	4254.855	2233.957	5137.152	16888.989	21829.203	8999.214	19040.569	13677.786	14542.904	2828.375	19933.324	6803.331	6826.222	14030.657	7373.242	7126.93	4524.628	12454.736	2671.539	3100.244	8899.68	5324.851	6244.692	1638.143	2873.99	5319.054	2511.688	5046.648	13271.961	3574.184	704.892	2147.088	4189.791	17225.217	4840.611	5715.21	7418.689	3079.984	5082.944	4031.857	1677.073	783.237	1341.034	3457.513	2558.493	6088.207	2582.732	4877.712	9564.672	4947.893	2381.402	3663.412	29329.38	2251.372	4628.738	592.935	7008.715	5403.29	6228.352	7389.248	3003.644	3771.223	5431.614	2275.235	2733.296	3836.554	6083.583	3936.818	1522.914	4611.301	6089.675	2699.528	3414.867	1144.973	8223.805	4193.054	7414.403	2127.178	3357.199	5848.894	4492.409	5054.127	8142.94	907.197	7743.164	15717.716	4378.56	4660.92	3497.631	3176.697	3963.153	4578.786	3423.694	6132.617	2257.402	4084.1	1461.832	2591.738	4993.259	2064.647	2467.704	1920.18	5720.564	4753.752	2150.729	3280.479	2519.125	4244.441	1611.559	28615.423	1696.1	4941.266	2160.064	1701.128	7424.39	4952.614	10031.372	4677.636	4616.556	3340.812	4692.799	5201.864	2523.598	2763.063	5611.845	1194.62	7602.091	4781.592	15763.646	9957.776	3866.65	6450.244	3139.149	16987.462	8517.657	3764.257	3877.541	21939.136	11246.788	3980.362	5801.01	1014.874	8503.833	9720.416	9474.984	2718.051	4003.08	5591.064	4779.626	4320.098	3056.159	6418.331	2235.549	1509.251	9311.963	1713.261	4415.782
hsa-mir-339	183.995	156.702	162.06	95.645	94.756	205.487	89.175	168.713	134.71	213.647	188.627	129.038	268.331	142.079	91.018	104.892	234.134	92.778	135.154	167.789	88.764	160.744	330.132	100.405	100.835	206.001	108.054	143.543	145.74	69.319	671.29	296.007	154.931	71.717	170.371	109.992	405.611	356.98	119.665	161.787	185.688	79.013	34.625	409.247	76.283	53.598	147.9	291.212	196.066	95.788	298.051	163.083	247.136	309.138	97.023	75.701	317.968	140	108.914	135.778	153.582	186.932	120.109	162.834	190.378	199.749	137.383	164.692	189.202	202.316	252.172	147.13	136.841	118.427	114.95	191.292	245.108	162.935	235.987	57.862	80.838	494.494	76.399	74.751	70.582	55.688	95.2	45.42	80.643	112.955	168.002	93.465	142.226	83.896	130.672	181.191	106.344	97.739	132.868	82.45	308.801	254.089	208.685	103.156	135.505	247.283	113.399	224.751	78.158	144	186.832	126.579	87.829	84.547	130.376	87.994	138.07	51.586	107.995	67.803	143.928	111.498	62.689	106.535	124.857	74.414	130.054	65.5	92.507	184.745	79.957	176.146	297.925	402.865	286.193	205.692	185.527	234.566	140.596	314.075	155.984	125.101	140.514	195.701	156.281	124.298	207.181	279.287	164.582	126.239	146.741	163.142	230.667	341.489	420.417	138.367	116.588	317.929	235.164	113.076	162.782	82.316	59.377	101.665	185.998	147.271	161.815	233.304	128.337	207.295	486.182	192.494	106.654	124.621	145.052	99.299	258.718	131.871	98.158	178.973	102.293	213.884	197.805
hsa-mir-33a	76.107	81.43	114.001	60.552	76.092	52.162	111.751	72.035	169.896	52.85	58.595	76.522	71.276	147.629	57.583	47.678	221.478	115.7	39.023	37.168	32.702	102.784	36.361	49.651	89.631	98.784	33.174	69.962	27.372	72.469	175.887	70.187	92.682	175.497	65.67	53.874	83.433	158.387	131.417	115.334	20.949	47.408	68.231	90.944	52.496	37.717	95.079	87.983	36.412	42.212	52.77	63.381	110.642	30.231	49.522	36.769	164.73	92.909	35.17	72.269	48.11	60.999	118.002	147.243	156.498	158.775	105.55	70.116	166.83	32.263	187.378	40.042	41.397	65.69	36.246	34.024	114.766	89.352	203.807	47.342	46.637	259.838	75.224	54.669	38.152	55.688	32.381	82.825	52.123	28.476	32.192	35.948	121.58	18.877	62.032	127.84	45.217	65.389	73.053	88.673	72.425	87.819	93.199	39.091	62.222	59.869	44.374	57.109	55.827	64.8	92.618	107.917	62.066	17.343	4.829	98.019	28.719	84.601	72.294	52.647	66.283	132.796	36.341	73.472	34.235	24.899	54.41	36.197	3.426	61.582	35.343	44.51	144.549	38.285	36.731	57.473	35.483	152.532	45.8	167.147	71.493	35.988	32.933	30.698	36.504	34.483	21.995	74.551	81.275	12.699	20.396	108.41	89.29	294.101	174.513	93.281	70.179	32.461	62.249	48.623	78.807	20.989	16.012	59.937	69.039	109.949	53.938	217.751	86.576	60.906	242.585	58.905	33.181	28.589	35.457	25.701	128.187	15.355	42.331	26.712	36.692	87.598	147.657
hsa-mir-340	74.434	80.062	50.295	88.076	66.042	72.711	74.501	83.408	74.392	51.725	75.451	51.765	107.612	76.589	68.728	81.053	34.804	72.039	116.118	94.514	95.771	129.832	109.082	127.989	103.325	126.492	104.262	84.437	89.515	243.065	119.05	96.431	156.314	535.772	120.809	133.562	35.94	73.102	42.737	38.445	80.941	105.755	39.717	72.755	86.126	102.233	87.533	68.156	114.838	103.906	79.154	77.624	44.464	104.346	207.185	95.167	84.281	42	122.528	45.989	72.165	77.724	36.525	46.771	41.948	66.583	56.964	35.33	79.26	82.674	89.311	84.74	75.895	147.109	102.523	51.415	43.447	92.855	147.492	56.109	91.72	32.051	79.925	49.09	73.125	30.496	61.524	56.107	51.14	54.104	56.336	67.403	55.055	50.338	59.463	69.456	105.088	39.233	75.014	40.447	61.283	53.862	79.017	68.408	111.999	92.406	121.616	122.508	120.587	144	68.665	47.873	35.132	42.273	38.63	54.579	65.169	90.792	75.864	66.208	72.911	40.089	59.963	65.207	61.421	50.364	43.794	44.816	41.114	46.186	43.455	108.907	78.343	123.557	99.479	160.319	150.044	98.697	136.335	99.749	99.656	75.403	137.221	110.002	70.726	129.912	164.61	141.313	95.498	141.178	113.88	172.615	66.968	107.561	132.868	87.063	72.443	72.56	76.083	98.376	89.143	127.574	112.75	89.526	122.645	127.097	82.494	79.712	90.651	80.14	160.713	109.395	82.953	67.442	59.955	107.477	123.497	87.613	141.102	164.726	101.181	81.758	72.436
hsa-mir-342	660.708	613.122	289.473	418.359	323.031	635.431	283.328	782.902	313.654	441.913	578.724	315.092	550.638	727.045	515.456	512.063	196.166	446.426	540.616	362.126	626.017	597.382	517.707	375.139	845.271	469.827	454.016	324.479	454.236	320.486	450.087	468.118	627.331	561.927	386.588	392.269	467.864	975.908	113.254	347.603	744.657	402.356	259.685	172.793	456.877	523.573	534.252	547.727	647.017	277.624	1313.377	687.938	421.889	955.694	550.809	447.719	122.59	322	563.858	360.25	492.203	426.993	337.852	358.581	639.704	407.693	286.493	207.631	515.192	727.261	2036.637	542.892	443.871	656.9	312.747	754.584	388.566	555.381	117.993	371.722	307.805	254.115	530.091	349.211	688.648	344.734	615.236	321.95	275.367	819.16	386.303	488.893	433.558	469.817	395.686	193.27	472.269	297.347	587.857	252.018	962.216	759.925	424.462	592.874	594.562	187.414	401.827	971.77	394.139	415.199	426.361	198.794	269.342	570.15	473.218	625.983	479.378	536.496	186.536	300.728	625.899	342.012	409.749	594.208	645.428	283.793	555.383	327.499	552.756	559.366	268.262	609.881	440.268	911.885	625.952	951.327	266.631	406.325	387.704	819.561	426.789	301.612	511.558	1180.601	394.694	1057.737	877.683	1326.336	504.923	736.518	562.601	296.813	414.209	273.04	521.555	461.742	460.693	440.137	2257.776	405.944	347.528	649.021	665.827	434.731	534.44	380.283	402.951	136.094	386.029	546.019	521.559	962.468	372.104	675.15	486.086	396.028	550.265	896.904	574.838	996.373	456.981	458.427	2443.307
hsa-mir-345	45.999	52.69	57.001	38.533	28.714	39.517	31.606	85.304	30.159	53.974	37.725	24.757	90.841	57.72	39.936	44.817	22.148	32.745	36.168	24.425	29.199	22.411	9.234	37.514	54.775	39.755	30.331	31.362	24.413	7.652	32.259	30.516	47.033	11.812	35.933	31.426	80.224	74.32	100.433	44.852	26.663	20.665	44.808	31.83	18.045	17.866	45.276	38.415	26.609	34.094	43.975	36.32	59.974	37.058	23.245	29.199	141.745	49.636	27.229	38.324	26.831	57.064	51.275	55.433	42.754	29.706	30.157	54.354	83.096	44.362	52.536	51.216	32.198	46.261	16.569	40.073	66.401	36.792	29.498	26.301	26.428	149.951	39.962	34.586	19.712	30.496	19.428	42.749	44.255	39.866	37.222	19.771	29.821	35.656	42.578	71.47	21.353	52.311	58.835	50.559	28.652	62.059	67.873	27.146	17.975	49.457	25.474	46.055	30.147	39.6	43.115	21.097	38.645	13.007	25.753	33.415	18.777	26.825	40.163	31.11	49.239	80.179	24.53	15.613	16.111	28.86	27.869	41.368	13.705	29.08	42.876	18.94	41.93	63.519	44.383	22.687	49.677	56.398	23.433	51.223	17.332	29.133	38.422	33.256	36.504	22.454	39.024	46.733	34.542	22.409	23.229	38.944	43.405	75.97	47.594	38.867	15.847	48.692	40.512	36.184	37.466	27.548	8.673	18.209	29.24	21.183	28.556	196.365	24.445	36.33	102.088	29.453	30.811	18.327	36.747	29.206	62.53	14.452	29.447	45.411	32.244	37.959	50.148
hsa-mir-34a	920.81	982.638	695.183	920.666	453.68	810.885	982.054	856.832	939.957	781.5	829.156	697.703	760.272	569.426	639.909	917.327	597.99	862.29	532.05	621.243	1025.453	848.545	102.733	634.426	466.829	1414.301	610.409	968.611	798.981	397.907	294.169	353.377	651.539	1359.257	194.533	1039.315	708.535	745.637	872.91	776.9	803.696	503.249	920.609	918.531	377.313	422.828	1106.235	1059.518	712.839	1118.613	739.752	1053.983	538.736	326.691	813.58	683.475	1032.437	684.726	866.775	572.677	733.678	638.521	748.05	384.565	475.14	751.876	676.861	729.427	659.012	548.47	236.411	1191.94	1295.966	907.632	796.366	692.584	1078.804	970.603	1338.151	601.418	1130.951	668.483	641.751	657.142	427.941	369.926	494.779	553.059	564.502	582.809	470.807	524.841	417.501	820.083	475.337	511.36	223.574	604.331	546.673	717.164	772.001	892.239	1208.551	549.44	947.151	525.802	761.746	796.76	635.312	817.197	648.324	580.154	829.104	548.471	624.519	630.439	596.461	700.54	1177.23	492.173	826.641	940.846	454.267	721.866	513.523	697.742	453.861	737.735	396.294	459.296	364.442	587.153	2002.721	420.268	1322.305	650.351	422.758	442.214	407.941	660.501	722.508	505.544	872.723	466.868	595.464	545.308	881.94	886.82	744.685	593.099	572.233	737.822	741.607	587.451	854.715	929.703	903.275	1355.735	510.84	1001.857	782.906	399.448	410.304	845.184	713.128	661.713	825.996	355.789	964.562	938.169	1309.961	490.175	731.567	488.952	536.37	925.235	752.706	467.872	560.728	629.522	581.511	825.607	526.551
hsa-mir-34c	76.943	101.959	60.354	64.681	70.349	64.808	62.084	60.661	73.387	44.978	32.107	54.766	11.18	46.62	67.799	41.957	3.164	48.026	97.082	76.461	58.397	78.054	20.2	19.86	57.264	59.03	72.036	62.725	91.735	35.109	6.913	36.619	7.608	18.562	15.488	66.781	37.224	52.39	72.653	75.287	70.466	43.761	24.441	4.547	68.08	68.983	34.711	42.133	39.213	61.694	30.294	21.365	78.587	41.934	43.458	35.688	3.831	80.182	47.65	44.894	61.988	72.805	49.168	31.181	33.881	67.607	216.126	38.048	46.661	104.182	3.502	37.248	136.841	38.859	89.06	55.951	35.25	43.8	5.363	70.136	76.951	48.076	61.119	70.289	37.516	64.969	62.171	25.382	48.189	43.663	51.306	62.909	29.821	92.286	84.423	15.099	47.729	83.973	30.888	28.002	54.916	26.931	60.782	44.52	47.012	57.266	41.908	59.872	59.177	99.6	94.215	25.965	56.21	52.029	157.739	62.376	121.501	62.935	98.177	80.566	71.017	40.089	50.878	100.106	76.525	81.771	73.653	49.987	66.239	23.948	45.773	42.616	54.068	53.947	241.81	28.736	30.414	28.199	44.735	39.091	60.66	46.27	48.302	40.931	62.74	40.096	34.767	44.508	69.084	50.047	41.926	19.998	27.283	26.326	13.882	68.406	87.158	51.556	39.523	40.707	63.304	97.074	84.062	133.53	83.658	75.653	40.189	7.777	62.131	58.769	12.129	37.868	71.103	52.047	79.94	68.925	53.151	81.29	91.41	77.466	35.58	102.927	23.681
hsa-mir-3607	89.488	67.06	42.471	82.571	117.727	109.066	44.023	98.574	71.376	65.219	149.296	61.518	26.554	122.099	77.086	84.867	91.755	78.588	50.445	89.204	57.229	51.005	87.15	51.857	74.693	91.556	36.018	19.3	56.964	143.138	56.069	89.107	161.156	102.936	120.189	73.515	62.895	98.687	77.996	75.287	120.935	57.132	61.102	140.963	30.349	33.747	63.386	61.96	85.429	66.565	50.815	67.654	62.043	39.983	44.469	37.851	124.505	90.364	96.434	32.85	75.866	72.805	83.585	128.188	96.803	113.703	172.566	44.57	45.383	53.099	54.287	46.56	26.448	59.213	41.423	59.732	47.546	40.296	45.588	56.109	71.51	52.654	38.787	41.281	37.516	27.844	31.086	57.443	27.537	82.58	31.186	27.86	32.115	33.558	60.197	60.397	63.639	53.688	51.48	49.781	54.12	28.102	33.43	28.232	55.308	37.743	28.761	25.791	14.515	67.2	161.283	68.158	62.066	24.931	51.507	50.123	51.914	53.65	99.962	63.017	49.239	31.32	47.244	35.818	46.318	27.163	90.905	44.816	27.409	40.199	30.129	27.464	54.068	74.83	50.505	25.712	27.373	65.371	26.628	24.263	80.158	58.266	82.332	65.234	47.911	65.758	47.538	104.594	57.909	47.806	44.192	15.788	39.685	27.078	87.256	32.648	79.235	19.095	52.369	53.146	40.05	74.774	50.037	111.528	90.156	23.2	59.226	19.442	45.835	39.536	52.56	50.49	59.252	57.179	47.706	37.383	15.633	10.839	23.313	14.247	44.475	17.52	186.661
hsa-mir-361	2162.775	1605.341	1290.895	1500.038	1307.918	1493.736	1513.718	1290.935	1469.75	1923.951	1622.994	1896.553	2279.419	1309.79	1955.948	2036.81	1101.06	1824.999	1825.53	1428.329	2210.33	1657.676	1739.542	1656.128	1471.444	1810.642	1572.467	1954.11	2006.33	2141.225	5321.929	2759.881	1816.286	2360.77	1656.01	1707.126	4692.761	1401.116	1563.118	1552.198	1997.813	1452.615	2060.167	1423.268	1218.885	1526.549	1362.797	1052.083	1565.725	2297.297	1785.372	1637.947	1050.586	1392.582	1572.584	1632.986	2164.479	1738.543	1972.935	1947.979	1775.446	1923.435	1796.725	1228.183	1663.392	1551.896	1573.198	1805.087	1135.852	1250.189	1677.643	1432.191	1688.09	1312.874	1582.375	1472.875	1298.499	1313.993	2263.326	1346.615	1943.215	880.245	1386.933	1830.848	1727.66	1435.951	1878.087	1530.932	1233.251	2150.889	1347.031	1432.529	1103.395	1352.822	1552.279	1071.038	1742.958	1547.307	1726.309	1444.439	1670.547	1189.652	1869.05	1558.193	2071.287	1436.844	1417.488	1445.22	1719.475	1903.193	1676.701	1862.985	1364.274	1630.238	2478.763	1245.283	1596.086	1530.045	1684.179	1777.246	1626.769	1697.533	1773.459	1746.806	1913.126	1567.23	1719.895	1346.194	1750.774	1639.608	1830.321	1451.783	1613.211	1288.647	1738.586	1901.141	1760.984	1379.196	2071.659	1213.166	1308.53	1607.457	2263.59	2086.198	1991.724	2065.754	1677.317	1641.23	1807.359	1721.779	2020.377	1567.215	1722.562	1643.508	1433.78	1783.227	1300.58	1920.943	1684.686	2137.143	1529.638	1859.5	1981.469	1858.04	2080.903	1119.666	1392.877	1343.444	2100.24	1189.274	1384.759	1511.548	1696.194	2124.414	2063.607	1740.656	1349.869	1780.26	1511.02	1707.813	1897.973	1944.665	3245.669
hsa-mir-3613	23.418	32.162	42.471	41.974	21.535	23.71	24.834	32.226	29.154	55.099	24.883	25.507	62.89	23.31	12.074	37.189	44.296	28.379	39.975	31.859	21.607	44.05	36.938	72.821	59.754	37.345	24.644	44.631	16.276	57.165	69.894	27.465	52.566	43.874	32.216	21.325	43	21.931	35.258	24.028	37.138	37.683	19.349	18.189	21.326	22.332	78.478	63.199	29.41	30.847	21.499	24.213	39.294	20.479	28.298	24.873	61.295	26.727	21.556	25.185	37.008	49.193	29.501	43.307	29.041	21.511	16.754	40.222	38.991	24.869	147.1	19.555	40.247	63.84	38.317	26.463	40.168	28.032	93.858	36.822	27.205	46.931	23.507	23.43	24.799	17.237	12.952	20.038	20.653	6.644	19.114	17.974	25.234	14.682	16.518	25.165	15.491	14.454	45.597	57.56	34.223	37.469	27.352	29.318	42.864	55.964	28.761	28.554	39.079	24	19.162	26.776	18.737	11.923	12.877	23.391	19.882	24.761	17.85	16.751	32.194	18.792	19.079	16.531	20.138	28.86	14.598	10.342	11.421	17.961	13.326	17.993	24.275	21.753	22.957	27.224	26.359	52.553	56.451	52.571	31.413	39.415	65.866	25.582	12.548	34.483	40.443	30.043	51.813	23.903	16.43	16.84	38.445	59.422	69.408	97.945	24.902	44.873	34.583	49.754	28.422	11.478	13.343	28.83	32.489	48.418	25.383	60.27	27.501	39.536	45.485	27.349	18.171	17.593	25.142	31.542	85.979	18.065	33.128	24.932	48.923	27.739	59.899
hsa-mir-3615	2.509	8.211	4.471	22.019	7.178	11.065	2.258	18.956	15.08	15.742	11.237	5.252	15.373	23.31	15.789	3.814	12.656	7.641	8.566	15.929	18.687	11.592	14.429	16.55	9.959	14.456	8.531	12.062	10.357	22.056	36.867	7.324	18.675	27.843	4.956	6.173	10.91	7.31	22.437	17.62	19.045	6.078	6.11	31.83	8.202	11.911	24.147	13.631	18.206	3.247	13.681	22.789	18.613	5.851	10.107	16.222	11.493	12.727	5.673	30.66	8.327	9.839	22.477	12.126	16.134	11.268	6.702	7.066	12.145	12.771	19.263	18.624	8.049	17.579	10.356	15.122	14.756	19.272	67.042	14.027	8.55	11.447	16.455	5.578	10.81	10.607	16.19	16.031	13.768	18.984	20.12	17.974	20.646	10.487	17.619	20.132	11.304	8.948	10.786	8.556	3.979	22.247	13.169	7.601	9.679	15.618	9.861	12.896	10.049	7.2	19.162	14.605	7.026	32.518	14.486	10.025	16.568	23.73	9.818	5.584	16.097	35.078	19.988	15.613	12.083	13.864	36.495	15.513	26.267	12.829	14.485	9.47	6.621	8.701	4.591	9.075	17.235	14.1	7.456	13.48	3.25	20.564	17.564	15.349	11.407	18.444	7.095	15.578	8.128	18.674	5.099	23.156	6.201	36.857	9.915	20.211	5.66	7.638	27.666	16.961	6.46	8.199	8.006	9.104	14.62	8.07	8.461	13.609	9.167	8.548	7.075	3.156	4.74	12.462	16.117	5.841	14.069	18.065	13.497	8.904	8.895	8.76	26.467
hsa-mir-362	58.544	42.426	36.883	33.028	48.814	39.517	58.697	41.704	55.292	29.236	40.133	30.009	47.517	49.95	47.366	14.303	44.296	69.856	54.252	57.346	61.317	78.054	44.441	40.824	51.04	57.825	59.714	30.156	41.429	51.314	142.86	38.45	89.915	19.406	60.095	48.262	33.373	38.988	9.616	30.435	71.418	46.192	43.79	36.377	41.833	43.672	48.294	76.831	33.611	55.2	62.542	113.232	38.26	76.065	49.522	45.421	114.928	33.091	54.457	45.989	52.736	18.693	21.072	67.559	41.948	55.315	56.964	13.588	45.383	52.427	70.048	64.253	49.447	64.765	57.993	71.073	50.825	33.288	445.157	31.561	64.515	104.164	31.735	31.239	40.696	17.237	38.209	41.413	45.239	45.562	42.252	53.922	25.234	6.292	24.593	36.238	44.38	22.026	33.34	54.448	78.792	70.255	141.825	60.808	96.789	37.743	60.808	70.925	49.128	102	22.356	17.039	30.447	34.686	30.582	37.871	43.078	25.793	26.776	35.896	37.876	25.056	43.61	51.431	64.442	14.43	33.841	18.96	33.12	44.476	16.223	51.139	166.618	55.688	44.383	65.035	41.566	37.172	27.693	72.79	47.662	35.988	39.52	46.047	23.955	59.342	73.081	89.016	81.275	66.481	69.121	51.574	48.366	68.448	73.375	87.063	66.783	53.466	47.428	68.977	16.795	74.118	69.385	82.698	72.287	64.557	89.897	239.137	78.428	57.701	35.377	93.617	33.971	66.709	30.944	39.72	60.967	73.161	59.508	53.425	23.349	78.838	57.113
hsa-mir-363	10.872	8.896	6.706	13.074	14.357	42.678	12.417	15.165	13.069	4.498	21.672	9.753	9.783	9.99	129.096	25.746	25.312	8.732	18.084	28.673	11.679	15.456	22.509	11.033	21.163	16.866	22.748	22.919	25.153	22.506	12.289	59.812	9.683	9.281	13.01	19.08	55.194	18.275	36.327	16.019	29.52	76.581	2.037	22.736	12.304	13.896	6.037	17.349	57.419	8.118	17.59	26.35	8.272	19.504	12.128	50.828	7.662	25.455	18.152	10.95	5.551	16.726	2.81	5.197	6.454	16.39	20.105	25.003	15.98	14.787	110.325	10.243	4.6	19.429	12.427	26.463	12.296	17.52	2.682	22.794	11.659	35.485	5.877	0	19.076	9.281	13.6	32.061	2.95	21.832	43.258	8.088	27.528	8.39	9.176	36.238	7.118	4.13	11.767	28.78	11.142	12.88	14.182	11.944	30.419	20.824	106.825	35.923	14.515	12	6.387	7.303	8.197	16.259	37.02	20.049	11.046	8.254	8.925	18.347	16.097	5.011	7.268	15.613	20.138	12.167	11.944	5.171	13.705	30.791	6.373	8.523	12.138	32.194	10.713	49.911	12.166	19.227	10.651	10.784	14.082	17.137	13.173	38.373	13.689	54.531	27.671	22.254	8.128	17.18	38.527	46.311	9.921	13.539	25.78	15.547	18.111	11.457	54.345	12.438	20.671	31.812	21.349	19.726	10.559	11.096	13.749	44.717	9.167	11.754	24.259	37.868	4.74	19.793	12.249	7.009	8.598	41.548	12.27	25.822	4.448	12.41	98.902
