	TCGA.2G.AAEW.01A	TCGA.2G.AAEX.01A	TCGA.2G.AAF1.01A	TCGA.2G.AAF4.01A	TCGA.2G.AAF6.01A	TCGA.2G.AAF8.01A	TCGA.2G.AAFE.01A	TCGA.2G.AAFG.01A	TCGA.2G.AAFG.05A	TCGA.2G.AAFH.01A	TCGA.2G.AAFI.01A	TCGA.2G.AAFJ.01A	TCGA.2G.AAFL.01A	TCGA.2G.AAFM.01A	TCGA.2G.AAFN.01A	TCGA.2G.AAFO.01A	TCGA.2G.AAFV.01A	TCGA.2G.AAFY.01A	TCGA.2G.AAFZ.01A	TCGA.2G.AAG0.01A	TCGA.2G.AAG3.01A	TCGA.2G.AAG5.01A	TCGA.2G.AAG6.01A	TCGA.2G.AAG7.01A	TCGA.2G.AAG8.01A	TCGA.2G.AAG9.01A	TCGA.2G.AAGA.01A	TCGA.2G.AAGC.01A	TCGA.2G.AAGE.01A	TCGA.2G.AAGF.01A	TCGA.2G.AAGG.01A	TCGA.2G.AAGI.01A	TCGA.2G.AAGI.05A	TCGA.2G.AAGJ.01A	TCGA.2G.AAGK.01A	TCGA.2G.AAGM.01A	TCGA.2G.AAGN.01A	TCGA.2G.AAGO.01A	TCGA.2G.AAGP.01A	TCGA.2G.AAGS.01A	TCGA.2G.AAGT.01A	TCGA.2G.AAGV.01A	TCGA.2G.AAGW.01A	TCGA.2G.AAGX.01A	TCGA.2G.AAGY.01A	TCGA.2G.AAGY.05A	TCGA.2G.AAGZ.01A	TCGA.2G.AAH0.01A	TCGA.2G.AAH2.01A	TCGA.2G.AAH3.01A	TCGA.2G.AAH4.01A	TCGA.2G.AAH8.01A	TCGA.2G.AAHA.01A	TCGA.2G.AAHC.01A	TCGA.2G.AAHG.01A	TCGA.2G.AAHL.01A	TCGA.2G.AAHN.01A	TCGA.2G.AAHP.01A	TCGA.2G.AAHP.05A	TCGA.2G.AAHT.01A	TCGA.2G.AAKD.01A	TCGA.2G.AAKG.01A	TCGA.2G.AAKG.05A	TCGA.2G.AAKH.01A	TCGA.2G.AAKL.01A	TCGA.2G.AAKM.01A	TCGA.2G.AAKO.01A	TCGA.2G.AAKO.05A	TCGA.2G.AAL5.01A	TCGA.2G.AAL7.01A	TCGA.2G.AALF.01A	TCGA.2G.AALG.01A	TCGA.2G.AALN.01A	TCGA.2G.AALO.01A	TCGA.2G.AALP.01A	TCGA.2G.AALQ.01A	TCGA.2G.AALR.01A	TCGA.2G.AALS.01A	TCGA.2G.AALT.01A	TCGA.2G.AALW.01A	TCGA.2G.AALX.01A	TCGA.2G.AALY.01A	TCGA.2G.AALZ.01A	TCGA.2G.AAM2.01A	TCGA.2G.AAM3.01A	TCGA.2G.AAM4.01A	TCGA.2X.A9D5.01A	TCGA.2X.A9D6.01A	TCGA.4K.AA1G.01A	TCGA.4K.AA1H.01A	TCGA.4K.AA1I.01A	TCGA.4K.AAAL.01A	TCGA.S6.A8JW.01A	TCGA.S6.A8JX.01A	TCGA.S6.A8JY.01A	TCGA.SB.A6J6.01A	TCGA.SB.A76C.01A	TCGA.SN.A6IS.01A	TCGA.SN.A84W.01A	TCGA.SN.A84X.01A	TCGA.SN.A84Y.01A	TCGA.SO.A8JP.01A	TCGA.VF.A8A8.01A	TCGA.VF.A8A9.01A	TCGA.VF.A8AA.01A	TCGA.VF.A8AB.01A	TCGA.VF.A8AC.01A	TCGA.VF.A8AD.01A	TCGA.VF.A8AE.01A	TCGA.W4.A7U2.01A	TCGA.W4.A7U3.01A	TCGA.W4.A7U4.01A	TCGA.WZ.A7V3.01A	TCGA.WZ.A7V4.01A	TCGA.WZ.A7V5.01A	TCGA.WZ.A8D5.01A	TCGA.X3.A8G4.01A	TCGA.XE.A8H1.01A	TCGA.XE.A8H4.01A	TCGA.XE.A8H5.01A	TCGA.XE.A9SE.01A	TCGA.XE.AANI.01A	TCGA.XE.AANJ.01A	TCGA.XE.AANR.01A	TCGA.XE.AANV.01A	TCGA.XE.AAO3.01A	TCGA.XE.AAO4.01A	TCGA.XE.AAO6.01A	TCGA.XE.AAOB.01A	TCGA.XE.AAOC.01A	TCGA.XE.AAOD.01A	TCGA.XE.AAOF.01A	TCGA.XE.AAOJ.01A	TCGA.XE.AAOL.01A	TCGA.XY.A89B.01A	TCGA.XY.A8S2.01A	TCGA.XY.A8S3.01B	TCGA.XY.A9T9.01A	TCGA.YU.A90P.01A	TCGA.YU.A90Q.01A	TCGA.YU.A90S.01A	TCGA.YU.A90W.01A	TCGA.YU.A90Y.01A	TCGA.YU.A912.01A	TCGA.YU.A94D.01A	TCGA.YU.A94I.01A	TCGA.YU.AA4L.01A	TCGA.YU.AA61.01A	TCGA.ZM.AA05.01A	TCGA.ZM.AA06.01A	TCGA.ZM.AA0B.01A	TCGA.ZM.AA0D.01A	TCGA.ZM.AA0E.01A	TCGA.ZM.AA0F.01A	TCGA.ZM.AA0H.01A	TCGA.ZM.AA0N.01A
hsa-mir-101-2	50681.304	40072.659	46989.14	72332.987	42624.21	32923.421	33711.187	45904.645	60097.85	44248.693	14785.25	12801.367	47417.368	42729.541	21018.76	45653.339	33021.24	31645.259	18144.658	28165.354	39103.572	22498.686	30415.563	11846.393	30265.87	45440.004	34471.433	28586.269	18756.885	24992.234	28324.093	16607.602	54459.185	20805.1	15763.971	13531.977	22712.447	21983.383	36916.095	13410.807	22285.973	41965.879	27522.334	23465.44	16149.417	95475.264	112550.817	25229.496	28571.567	57137.474	16062.59	39933.955	57983.62	58649.242	66041.174	43056.921	74554.657	30205.944	53229.548	53801.343	20739.477	26049.542	101312.468	27563.596	26326.616	19054.903	94636.851	75676.481	19583.01	25549.682	19505.279	20164.789	19164.213	35777.416	16188.084	20973.238	22177.981	21620.048	23148.065	31883.5	25866.187	11268.005	19138.193	24769.396	24457.91	16927.725	35494.697	60496.219	32106.949	84960.23	66918.883	34936.974	59675.591	57458.728	47384.947	44104.258	50343.845	25466.035	8822.703	33098.788	15696.136	63549.837	15531.165	66218.974	51285.257	38862.462	56360.247	25609.916	62026.088	51082.309	21829.075	18673.451	34121.115	45021.496	39270.628	27622.947	15283.709	35538.046	71351.953	46092.518	36907.691	14763.447	29930.76	45055.705	65898.567	73349.18	72618.753	38836.139	17338.255	16374.045	43806.62	46581.151	20854.001	29407.573	61842.175	19415.26	12573.729	33980.995	26640.896	46738.9	92211.887	52326.405	22548.506	34429.442	20303.111	15689.798	14211.35	35399.594	48435.027	32332.583	37133.75	71107.418	47343.041	50989.92	36971.853	41527.849
hsa-mir-103a-1	88137.003	52472.059	87322.425	52107.638	81476.328	41365.176	71735.833	84402.589	82692.732	74473.552	84081.931	88536.008	82318.886	65162.029	53080.006	67378.448	106895.904	77232.135	132095.697	51158.36	92932.151	82086.972	96434.584	48917.565	75840.633	91728.142	62896.331	115714.919	76657.594	78430.597	100150.091	96077.521	61692.355	83667.257	62672.314	135993.665	65436.739	67183.762	82185.169	68922.913	172100.234	179523.142	64662.961	64825.662	87051.665	49057.089	69542.804	84405.159	128917.692	73012.197	106505.591	78801.725	98372.424	75024.262	39069.167	84351.146	99933.363	106239.08	56650.675	77507.141	69925.12	94254.786	82274.189	61719.734	69024.843	78804.827	71642.546	81859.706	110864.009	55287.21	106466.391	64157.611	96611.563	136186.409	69770.472	96161.57	104906.26	55386.546	84574.421	125269.102	67347.775	80673.552	76076.427	27184.912	116981.992	53732.703	96148.323	73385.29	88528.861	60645.652	57585.756	61228.397	43577.506	41333.207	44972.523	55212.706	51445.475	57930.717	105983.845	98538.59	61096.789	48782.344	54826.748	45352.176	54222.91	157047.258	50083.806	73008.981	80148.539	49257.265	72246.711	50357.726	60423.524	53379.528	85426.645	69039.158	163415.579	79663.238	91824.481	108183.305	58592.813	104784.597	76657.594	80625.187	59280.255	71158.493	52111.386	46144.502	63109.396	87530.321	65574.955	88978.578	139255.365	47353.089	105852.547	75965.669	50614.367	56285.449	55826.009	70261.047	144190.127	75221.058	98172.557	79689.945	152582.172	154133.459	128112.652	77258.708	116433.852	51768.335	41161.647	69565.205	68928.136	130445.98	92428.197	69538.725
hsa-mir-106a	196.95	27.826	128.172	54.512	67.661	142.526	79.394	36.209	48.792	34.107	1152.21	100.781	283.546	401.045	1017.657	111.667	135.507	296.355	909.1	427.075	65.032	46.566	153.577	85.415	110.405	30.822	424.047	149.851	376.676	363.823	357.742	165.482	60.988	847.49	598.654	963.866	201.567	511.468	306.795	659.56	328.665	65.107	507.031	91.992	404.147	112.041	418.522	284.589	532.436	256.251	562.458	56.755	164.012	69.213	52.409	31.863	30.462	189.181	794.044	100.626	827.539	380.239	73.772	304.789	669.321	338.561	397.06	23.441	1057.383	1142.388	3560.883	223.16	1850.303	134.855	979.3	599.961	1053.074	292.274	80.67	770.532	108.517	323.838	29.143	2286.331	59.849	1664.913	20.497	104.293	220.359	43.384	61.092	30.447	62.235	58.192	38.351	33.071	48.223	46.574	150.018	399.711	1829.163	39.837	1051.149	88.077	189.088	119.634	458.753	285.81	89.946	41.65	759.373	365.799	40.341	36.196	83.677	53.837	410.881	486.18	35.405	91.762	69.134	631.357	84.55	38.065	44.929	45.569	64.75	102.861	90.609	646.094	35.5	98.689	1151.506	45.291	33.715	517.124	509.457	85.624	434.909	26.519	78.931	38.236	510.342	72.083	96.82	839.068	1349.072	883.581	100.065	63.353	63.109	154.838	60.71	64.511	58.2	77.424
hsa-mir-106b	5467.422	7355.883	3795.165	6923.011	3387.27	5100.106	6616.727	2778.016	2920.956	13148.411	5168.532	6550.239	3140.726	5204.907	6949.604	2706.278	6309.055	4046.731	5012.392	6396.053	2314.508	2264.201	3481.892	5294.63	4306.797	8186.938	3546.889	5408.764	4879.549	4561.535	5189.322	4196.921	5186.008	2789.011	4595.659	3252.203	7326.848	6219.208	4084.212	4390.637	10955.508	2998.346	6252.528	2989.733	4263.007	6021.585	3171.73	5144.443	8135.159	3815.571	5475.83	11372.637	5379.585	3631.203	5360.71	6092.628	5236.849	13623.022	4925.524	5905.785	5770.098	5636.429	5677.427	4681.675	5521.57	4830.136	5553.816	4146.95	5318.832	7222.4	9428.115	4621.272	4312.313	3726.151	8589.93	3495.347	2554.516	3705.932	3950.039	8102.935	1784.507	2180.559	2070.691	8184.967	3952.375	5538.656	5035.339	5948.509	4691.073	4924.471	3473.889	3500.052	8116.736	8564.669	7718.518	3785.494	6047.177	3687.074	4506.395	3349.545	7267.997	5655.661	4452.906	6797.839	5422.929	2844.743	4484.339	3282.923	6677.102	8173.573	6280.387	9343.171	2417.479	4936.943	3698.506	6055.039	6752.865	4057.618	4913.598	20265.179	11400.144	2394.184	6172.162	3533.656	3906.339	14030.182	6322.27	6264.062	2492.229	1876.769	3396.195	7513.475	5637.385	8557.447	5055.582	6546.016	6473.309	4585.627	4506.065	6868.361	4501.139	7398.024	3639.97	8959.035	5195.363	9563.823	13364.723	3433.575	6456.571	5223.217	5259.378	5186.673	7226.027	3967.117	5403.225	7484.878
hsa-mir-107	830.485	523.134	755.397	510.69	790.786	458.393	850.529	400.308	407.483	405.499	450.865	587.98	657.586	576.394	254.92	429.589	430.435	517.65	549.596	427.075	731.346	524.322	706.129	229.963	432.75	551.606	298.722	677.076	561.035	409.099	707.822	423.44	655.62	412.959	311.874	911.144	726.031	544.348	520.913	347.957	583.265	934.113	321.034	555.519	506.691	476.768	446.651	604.372	1012.378	421.532	506.677	786.463	747.165	536.4	361.249	702.12	669.308	687.753	477.651	610.943	343.863	558.107	451.728	390.882	576.686	428.844	1073.905	553.402	774.771	507.122	340.529	415.126	528.497	852.699	350.084	655.342	530.962	399.821	547.071	748.536	400.308	260.355	405.496	275.432	666.63	271.958	519.248	660.097	557.847	613.922	379.045	422.283	420.358	353.311	351.348	394.495	472.586	398.786	466.667	504.844	313.223	513.054	201.544	377.776	455.568	456.963	323.886	319.588	667.377	581.843	367.292	493.103	342.152	263.245	468.589	351.522	582.895	474.969	569.346	910.557	395.769	530.506	308.792	512.965	346.953	796.613	536.324	299.866	328.949	375.276	391.243	705.084	538.979	717.821	435.079	261.732	326.575	613.108	442.384	984.616	852.869	883.125	488.401	594.509	821.187	543.84	301.16	456.652	701.13	369.935	218.323	417.522	468.773	460.225	551.819	515.868
hsa-mir-10a	46906.304	7656.407	55910.277	92376.152	15917.211	2667.541	23183.04	32426.945	31366.982	11467.673	63865.577	89987.904	9745.543	6378.528	22424.866	8979.326	6122.4	5040.62	74088.685	3945.767	81741.274	209631.534	139074.146	20396.646	5780.512	159369.489	6927.249	76217.759	56937.797	45565.227	101175.578	65058.851	23200.831	3436.185	7572.8	35169.96	4483.389	2713.216	58382.174	59305.504	12854.977	19222.311	1251.015	6475.508	73169.198	89234.366	23731.292	6221.512	104157.031	186323.643	39356.366	53971.378	28098.857	5383.771	42282.973	103892.162	90656.974	2762.835	85860.891	116367.925	2550.633	13574.257	14189.526	5077.504	3118.278	78549.604	46562.42	49493.319	6899.868	3727.074	3693.36	28121.464	28072.205	212124.38	24704.723	86408.749	9507.904	34462.388	19119.21	84117.903	51935.422	14610.53	65582.78	5881.574	19587.068	25820.53	67111.431	67639.008	85999.692	37734.09	29317.016	15049.957	67817.44	31315.807	5024.027	12806.9	17815.756	63475.881	40868.831	129354.406	20421.855	121270.178	60621.427	5272.941	33490.198	13436.286	38852.013	3896.116	6101.891	67067.224	41086.601	2154.505	7227.037	69287.211	60605.772	27008.576	28825.495	9006.057	19678.315	15954.152	4968.651	96128.876	12890.225	37099.313	74762.088	30792.816	49592.252	26973.996	41544.544	48006.751	4663.111	32408.173	154715.645	31859.273	30680.269	15970.179	28707.126	5321.357	11889.325	90754.921	10002.532	14349.552	69815.458	76879.408	21034.609	14327.607	19261.918	29702.832	21020.456	45936.478	4201.874	73167.297	48559.547	57342.627	26155.345	12366.925
hsa-mir-10b	121493.446	393413.833	222430.293	154945.772	115313.087	156498.922	103735.826	130299.188	184033.43	224243.024	52650.967	84876.088	428780.949	279316.684	72116.055	726895.844	503176.694	247797.918	89473.36	222862.479	169393.019	209629.72	441505.89	59561.579	338587.772	127899.252	509795.738	53957.406	90148.969	78994.927	243902.276	194473.254	328770.762	132550.457	62632.882	53845.71	128033.932	129200.478	324727.571	113130.501	95245.029	174528.412	30666.433	83834.259	217763.786	229368.53	1425393.08	161823.633	91498.552	275758.94	75281.042	41256.889	119256.586	217649.707	176817.322	200227.145	181855.486	162134.265	219435.887	122839.133	223958.765	55482.213	281217.59	217106.611	164013.59	106412.299	178753.284	389406.625	23403.112	116422.683	108542.461	198960.371	85734.638	230759.287	30476.045	50503.415	26591.601	156869.502	93882.048	69013.518	145928.78	56551.875	275180.862	53706.837	111366.894	54130.691	224860.325	301148.179	149016.502	567734.427	133962.727	512258.484	127591.296	239232.978	94018.949	171462.228	138007.011	198155.944	184654.206	223974.613	32286.328	236837.615	36123.208	405923.094	281981.949	179642.419	560709.971	212480.586	306542.593	108574.992	78317.65	61238.218	52745.265	347981.525	219342.69	183780.874	206992.215	270527.22	178812.871	67315.899	69066.157	226768.27	137539.229	422033.126	476770.555	144173.5	294319.686	66127.435	110867.032	167400.748	407033.767	65303.515	149016.502	81579.461	312604.81	32862.306	43002.795	143269.649	48203.549	144335.663	181337.797	257042.489	148156.212	64990.648	77723.363	240062.846	110705.324	161257.567	117249.822	110473.807	202881.336	179342.727	120861.314	443070.073	185018.059	303779.56
hsa-mir-1180	249.37	211.48	114.537	199.399	198.754	209.936	107.266	195.125	130.553	113.691	145.106	327.674	136.343	81.598	173.993	111.667	401.208	104.824	312.816	81.964	184.436	393.695	249.867	250.769	108.434	151.984	121.892	287.149	153.854	116.423	262.266	283.267	125.025	175.661	141.598	542.09	152.643	120.56	225.303	275.249	115.727	196.006	305.747	357.658	257.733	162.101	94.615	185.681	288.374	249.844	169.667	287.829	134.854	191.571	153.484	221.902	164.154	212.829	198.001	191.668	94.468	159.718	223.338	114.791	110.901	138.897	112.249	79.494	327.125	133.597	303.186	203.664	366.575	200.554	352.423	219.216	662.965	190.421	185.911	208.791	179.898	99.149	195.462	138.935	245.912	185.727	235.028	153.896	154.847	93.316	199.936	202.537	138.664	205.752	118.765	145.278	345.063	324.074	588.832	132.56	161.173	251.094	105.783	218.601	71.008	150.033	98.085	198.768	91.056	159.029	179.599	127.304	464.67	127.235	198.433	128.258	232.857	149.829	70.809	261.167	171.333	248.675	180.129	268.264	111.075	334.173	127.056	69.736	74.851	432.535	151.616	115.232	140.921	228.164	64.218	150.337	184.663	348.837	82.225	178.788	65.659	178.845	109.265	163.437	229.844	201.998	124.459	108.855	66.486	178.746	141.569	97.833	102.976	59.191	66.103	180.076
hsa-mir-1247	35.196	55.653	45.451	68.857	33.83	75.115	50.677	88.51	143.74	66.32	1162.574	7293.433	218.391	109.376	307.523	325.804	351.389	84.118	1542.736	47.453	1788.92	518.275	862.144	364.656	158.708	192.371	240.351	2206.97	343.518	1157.767	2046.261	3488.268	154.503	43.145	252.725	2682.062	33.268	87.68	965.926	1202.64	762.256	1086.943	28.027	1842.611	682.169	138.263	606.047	27.913	3549.119	48.688	971.518	22.972	25.513	105.055	108.562	103.554	56.692	94.591	87.774	51.511	49.123	462.821	79.836	49.479	32.618	104.173	58.638	219.119	485.019	76.341	173.376	1759.785	2909.547	2556.715	426.495	866.482	1271.359	520.02	1172.958	3160.635	1475.835	676.922	1347.633	272.995	3675.057	108.341	32.795	36.884	21.837	311.872	97.191	323	66.602	62.349	61.857	137.01	100.733	66.949	1465.482	839.545	342.113	94.16	334.051	216.478	157.175	126.498	209.453	106.529	47.749	22.718	2909.498	32.229	741.081	140.397	59.769	182.095	6589.865	112.117	149.274	44.116	149.29	1803.352	66.17	250.138	188.453	86.075	201.58	95.887	1545.271	441.433	213.002	39.361	8610.192	89.728	138.069	108.678	939.942	59.197	54.364	183.065	69.152	87.572	630.138	55.668	993.159	4276.917	1869.955	2795.111	34.251	133.494	73.343	110.158	65.321	190.209	57.481	54.806
hsa-mir-125a	10853.968	7021.967	11177.329	8161.005	6288.229	8318.489	7452.898	5475.567	4656.387	6582.732	3140.505	11020.72	6470.886	4015.66	2581.571	7141.422	7612.979	3859.083	9445.84	2835.66	10679.148	10231.843	10691.886	4501.805	4856.852	6274.917	6977.036	7668.3	4363.609	4860.679	6274.925	8754.01	9239.674	3544.047	3712.016	6616.272	3137.003	3428.054	7574.806	4100.549	8042.269	20094.744	3804.003	8938.271	4906.242	9046.681	10734.103	7858.049	14518.256	11581.245	7807.009	6376.839	9290.354	5533.32	4211.451	8753.174	9322.082	8660.955	10236.844	10574.111	2607.313	2944.81	13218.361	3626.789	3047.823	3923.834	9319.185	6217.877	8758.898	2677.386	7815.271	6054.716	4464.116	11597.543	2757.011	7377.785	7648.8	3625.589	5890.287	7826.464	16717.936	7213.606	8980.7	2006.024	8180.882	2779.278	12463.317	11155.521	13104.431	6970.878	4145.897	6641.361	10706.58	8560.513	4785.259	4197.706	8089.693	6856.016	12372.307	8330.438	2242.74	10186.227	2007.649	6337.292	5701.376	4318.596	8906.353	2821.729	8241.718	5617.754	5722.366	2599.264	3759.195	7243.628	6533.948	4781.96	6037.016	4048.445	4845.659	11491.366	7136.863	7799.174	6021.442	7273.949	7732.804	6254.764	6226.978	5132.591	4677.67	6792.116	5079.5	7930.479	8757.849	5634.037	5280.346	3305.611	2720.666	8805.503	2106.591	11560.472	6014.092	13079.135	5843.699	6562.441	9658.953	8790.793	4538.904	8397.686	5923.336	5051.259	6132.672	6414.589	4696.187	6443.156	3481.919	5493.608
hsa-mir-125b-1	1851.929	1829.579	1974.395	1283.899	1179.836	1432.96	1817.615	1202.935	2034.779	1315.031	540.692	13569.352	5314.983	3163.222	647.416	6497.695	3905.131	2923.43	3464.32	2175.636	14974.475	9368.858	13789.835	1905.41	3497.486	905.527	4861.95	5679.438	3984.28	3599.425	6055.683	4532.266	2106.117	1892.213	519.79	2789.534	1326.817	1844.938	5909.004	2858.588	518.458	25441.052	145.23	14690.93	6852.398	1332.568	9514.338	1683.868	11423.173	2402.349	4822.728	87.835	1344.896	1861.331	1420.663	2077.912	1975.77	1217.854	857.323	1002.666	2312.574	931.086	1248.064	1812.9	1962.297	3309.216	1543.843	2880.138	5535.096	1472.29	950.458	6605.117	3555.55	6904.584	808.547	6582.837	4885.586	2570.999	6832.363	9552.292	14135.707	6610.867	9714.814	126.748	10486.533	1740.089	1162.842	1719.56	758.354	4759.94	1610.596	4040.15	789.4	1608.603	1089.921	951.984	660.121	1235.17	19234.518	6164.28	294.977	1697.302	1023.311	2156.292	1727.327	1329.704	3584.202	1594.043	2223.11	771.163	5587.288	375.467	192.741	2817.82	1649.625	2112.296	1666.808	3927.154	2037.206	409.398	804.563	12711.42	874.91	3262.673	2452.382	352.738	2327.328	686.902	5024.346	10216.417	3428.736	893.904	6158.398	915.221	1607.062	2553.019	1195.264	879.493	1344.141	1810.975	2861.758	2904.693	2783.842	450.343	6533.562	776.915	135.214	5575.168	1983.176	1007.989	1336.378	1022.236	1427.069	3481.619	1112.978	1464.962
hsa-mir-125b-2	1988.97	1950.624	2019.846	1332.672	1321.501	1380.958	1814.237	1227.074	2066.428	1551.888	639.157	14232.245	5532.167	3335.099	720.25	6453.029	4079.165	2872.959	3835.163	2231.716	15655.715	9736.549	14731.205	2067.479	3643.379	934.223	5210.459	6168.219	4492.262	3774.06	6343.291	5042.828	2219.961	1855.232	623.748	3000.084	1544.039	1814.494	6123.121	2978.036	570.921	27846.582	122.299	16155.662	7268.06	1504.204	9931.155	1815.543	12563.718	2425.412	5189.953	139.185	1454.237	1926.836	1508.636	2091.567	2069.693	1265.15	806.292	1055.375	2235.11	1012.76	1258.17	1935.607	1942.726	3422.07	1668.658	3060.528	5937.809	1551.357	919.339	6741.593	3707.915	7285.636	942.655	6943.39	5251.36	2685.504	7248.693	10258.528	15141.783	7155.115	10006.75	119.435	11588.694	1815.264	1160.109	1827.669	837.762	5011.239	1606.431	4287.695	905.135	1685.5	1139.406	1025.213	750.137	1297.268	20536.3	6614.272	301.059	1728.689	1104.597	2383.382	1775.995	1406.191	3572.963	1783.717	2188.686	827.959	5713.766	409.308	182.282	2937.377	1773.944	2117.047	1861.357	3956.712	2045.818	460.572	814.582	13273.701	871.234	3484.716	2597.154	416.872	2261.357	648.547	5190.791	10680.676	3635.822	904.173	6270.685	999.822	1554.082	2726.903	1284.33	902.749	1412.095	1928.171	2986.789	3132.875	2848.348	488.169	6830.605	827.414	161.335	5955.003	2016.755	1043.06	1401.193	1036.102	1446.281	3634.584	1187.704	1435.385
hsa-mir-126	9911.903	22443.304	19055.818	15329.32	13847.212	19712.836	9673.395	13648.686	19089.735	18093.986	9488.886	21881.375	29451.399	29113.102	19244.436	26231.194	18717.926	23237.323	16830.031	23197.197	18927.583	20794.487	17195.75	8074.996	18025.655	7761.808	27003.395	8055.089	14685.068	22189.986	25905.946	19497.213	25692.188	19541.57	10773.988	11717.124	26865.11	17863.63	35457.22	11917.338	12322.632	6216.685	16326.894	9762.232	16647.883	20269.81	67288.242	20650.59	11298.415	17003.507	16435.044	15634.673	12195.185	16646.927	11537.505	18519.13	15365.316	16569.127	29391.888	14275.708	18927.583	14841.115	23453.495	18927.583	28025.36	15556.44	15933.503	18271.446	11942.806	24778.093	14348.446	20912.855	16254.667	32376.992	6962.701	15151.313	13188.502	30522.384	20990.379	25785.233	14080.242	11876.45	33153.673	11702.211	25981.382	11039.725	17316.919	26898.655	14555.626	24616.627	13384.61	17810.02	26818.859	8824.457	13622.152	15316.784	16597.319	17770.724	23476.061	23684.002	9062.189	17974.984	10726.391	33944.626	32409.123	19679.815	50112.415	23775.532	47582.539	14552.394	26903.369	17010.437	17384.034	18457.87	21485.762	15044.174	24202.148	30721.09	14889.112	15853.568	12485.252	19853.449	22414.985	23599.097	41379.737	23928.777	25004.425	25190.491	21542.692	26959.548	37398.078	12174.1	44642.631	22803.623	22038.098	10999.083	17648.704	18199.8	8026.11	11934.301	16964.489	17299.881	23120.721	7273.283	28939.559	34294.322	29816.331	37541.959	16871.435	23270.862	32258.143	21809.757	22033.888	38627.014	35281.909	40800.587
hsa-mir-1266	5.242	36.174	11.817	27.256	23.258	32.742	10.98	18.104	21.099	49.266	15.547	21.019	14.479	19.097	56.649	21.02	31.22	7.765	28.013	27.321	14.925	16.328	19.096	52.563	30.559	89.277	36.053	25.891	23.874	12.936	28.289	8.274	14.231	33.9	28.678	23.657	86.106	15.831	31.958	7.419	66.35	5.483	94.272	12.292	12.612	9.535	25.572	13.956	30.678	44.844	9.878	36.485	7.289	24.719	37.435	12.518	10.154	72.914	20.412	7.188	45.345	29.947	46.487	38.593	7.828	31.252	3.351	8.153	11.338	65.435	17.782	23.396	55.099	8.299	48.341	19.037	19.911	15.183	8.809	6.43	6.27	23.539	6.532	21.937	7.703	24.321	38.26	16.534	37.719	8.186	16.661	26.475	19.653	62.349	16.083	20.079	37.507	30.079	29.808	29.458	62.341	24.144	54.562	20.162	16.755	13.729	15.326	45.47	34.424	50.485	13.66	90.241	4.482	32.906	38.252	19.001	29.295	34.654	11.483	14.117	43.084	22.565	7.352	53.472	7.488	57.383	21.991	24.408	6.402	21.279	20.709	9.127	29.756	37.6	17.66	76.074	70.065	24.313	27.182	10.265	9.081	17.268	10.532	81.361	18.925	20.718	59.925	14.668	2.686	21.495	45.2	4.622	16.138	7.316	25.867	16.529
hsa-mir-127	35286.253	66898.606	37751.664	17298.921	16399.294	40047.777	31321.767	36822.284	31737.541	25614.673	61262.309	20416.545	17484.543	37113.173	27721.537	36524.247	64628.955	47973.244	26038.424	40757.584	82928.912	59914.854	51844.026	73070.278	59539.076	20133.087	43209.896	29274.329	44308.532	34679.635	10130.524	93968.597	46572.427	29095.089	55893.538	86723.615	45403.367	111351.462	9787.886	79255.526	52321.039	47797.405	120449.065	112427.845	75427.923	35714.724	24229.086	38015.362	6020.413	28398.971	75556.46	43579.793	27477.435	39006.387	94684.659	25986.412	13428.469	47707.182	33970.401	27730.836	91739.641	75146.645	2191.944	37435.587	51385.045	16917.628	34194.918	28476.265	79764.002	24300.962	50056.853	32458.387	10708.256	2944.683	82966.076	66138.157	151280.615	46401.336	74777.211	435.518	94917.925	62273.257	122562.719	176415.526	28040.527	164147.638	38906.702	23814.384	16981.564	29998.675	36986.786	43362.779	41834.93	63404.741	26008.4	44163.314	74131.764	58725.378	43868.207	27784.21	103651.063	61585.747	41142.888	39238.79	44041.653	30618.493	27544.612	30722.026	30539.439	40730.294	21330.246	58659.902	102693.545	35060.959	20486.425	23132.338	680.545	13615.086	23198.69	22679.213	40707.071	18522.118	44657.193	50415.552	28411.441	21648.641	26701.359	21700.19	122666.343	50125.709	32078.211	45169.273	551.892	45455.137	15598.613	35871.771	41076.597	25157.522	68603.5	46152.921	14058.726	38559.025	62208.162	41564.982	79934.313	71451.576	3292.78	58564.159	22964.009	39051.38	47064.908	21900.656	38159.693	10772.069	5354.366	27047.864
