	TCGA.2H.A9GF.01A	TCGA.2H.A9GG.01A	TCGA.2H.A9GH.01A	TCGA.2H.A9GI.01A	TCGA.2H.A9GJ.01A	TCGA.2H.A9GK.01A	TCGA.2H.A9GL.01A	TCGA.2H.A9GM.01A	TCGA.2H.A9GN.01A	TCGA.2H.A9GO.01A	TCGA.2H.A9GQ.01A	TCGA.2H.A9GR.01A	TCGA.IC.A6RE.01A	TCGA.IC.A6RE.11A	TCGA.IC.A6RF.01A	TCGA.IC.A6RF.11A	TCGA.IG.A3I8.01A	TCGA.IG.A3I8.11A	TCGA.IG.A3QL.01A	TCGA.IG.A3Y9.01A	TCGA.IG.A3YA.01A	TCGA.IG.A3YB.01A	TCGA.IG.A3YC.01A	TCGA.IG.A4P3.01A	TCGA.IG.A4QS.01A	TCGA.IG.A4QT.01A	TCGA.IG.A50L.01A	TCGA.IG.A51D.01A	TCGA.IG.A5B8.01A	TCGA.IG.A5S3.01A	TCGA.IG.A625.01A	TCGA.IG.A6QS.01A	TCGA.IG.A7DP.01A	TCGA.IG.A8O2.01A	TCGA.IG.A97H.01A	TCGA.IG.A97I.01A	TCGA.JY.A6F8.01A	TCGA.JY.A6FA.01A	TCGA.JY.A6FB.01A	TCGA.JY.A6FD.01A	TCGA.JY.A6FE.01A	TCGA.JY.A6FG.01A	TCGA.JY.A6FH.01A	TCGA.JY.A938.01A	TCGA.JY.A939.01A	TCGA.JY.A93C.01A	TCGA.JY.A93D.01A	TCGA.JY.A93E.01A	TCGA.JY.A93F.01A	TCGA.KH.A6WC.01A	TCGA.L5.A43C.01A	TCGA.L5.A43C.11A	TCGA.L5.A43E.01A	TCGA.L5.A43H.01A	TCGA.L5.A43I.01A	TCGA.L5.A43J.01A	TCGA.L5.A43M.01A	TCGA.L5.A4OE.01A	TCGA.L5.A4OF.01A	TCGA.L5.A4OF.11A	TCGA.L5.A4OG.01A	TCGA.L5.A4OG.11A	TCGA.L5.A4OH.01A	TCGA.L5.A4OI.01A	TCGA.L5.A4OJ.01A	TCGA.L5.A4OJ.11A	TCGA.L5.A4OM.01A	TCGA.L5.A4OM.11A	TCGA.L5.A4ON.01A	TCGA.L5.A4OO.01A	TCGA.L5.A4OP.01A	TCGA.L5.A4OQ.01A	TCGA.L5.A4OQ.11A	TCGA.L5.A4OR.01A	TCGA.L5.A4OS.01A	TCGA.L5.A4OT.01A	TCGA.L5.A4OU.01A	TCGA.L5.A4OW.01A	TCGA.L5.A4OX.01A	TCGA.L5.A88S.01A	TCGA.L5.A88T.01A	TCGA.L5.A88V.01A	TCGA.L5.A88W.01A	TCGA.L5.A88Y.01A	TCGA.L5.A88Z.01A	TCGA.L5.A891.01A	TCGA.L5.A893.01A	TCGA.L5.A8NE.01A	TCGA.L5.A8NF.01A	TCGA.L5.A8NG.01A	TCGA.L5.A8NH.01A	TCGA.L5.A8NI.01A	TCGA.L5.A8NJ.01A	TCGA.L5.A8NK.01A	TCGA.L5.A8NL.01A	TCGA.L5.A8NM.01A	TCGA.L5.A8NN.01A	TCGA.L5.A8NQ.01A	TCGA.L5.A8NR.01A	TCGA.L5.A8NS.01A	TCGA.L5.A8NT.01A	TCGA.L5.A8NU.01A	TCGA.L5.A8NV.01A	TCGA.L5.A8NW.01A	TCGA.L7.A56G.01A	TCGA.L7.A6VZ.01A	TCGA.LN.A49K.01A	TCGA.LN.A49L.01A	TCGA.LN.A49M.01A	TCGA.LN.A49N.01A	TCGA.LN.A49O.01A	TCGA.LN.A49P.01A	TCGA.LN.A49R.01A	TCGA.LN.A49S.01A	TCGA.LN.A49U.01A	TCGA.LN.A49W.01A	TCGA.LN.A49X.01A	TCGA.LN.A49Y.01A	TCGA.LN.A4A1.01A	TCGA.LN.A4A2.01A	TCGA.LN.A4A3.01A	TCGA.LN.A4A4.01A	TCGA.LN.A4A5.01A	TCGA.LN.A4A6.01A	TCGA.LN.A4A8.01A	TCGA.LN.A4A9.01A	TCGA.LN.A4MQ.01A	TCGA.LN.A4MR.01A	TCGA.LN.A5U5.01A	TCGA.LN.A5U6.01A	TCGA.LN.A5U7.01A	TCGA.LN.A7HV.01A	TCGA.LN.A7HW.01A	TCGA.LN.A7HX.01A	TCGA.LN.A7HY.01A	TCGA.LN.A7HZ.01A	TCGA.LN.A8HZ.01A	TCGA.LN.A8I0.01A	TCGA.LN.A8I1.01A	TCGA.LN.A9FO.01A	TCGA.LN.A9FP.01A	TCGA.LN.A9FQ.01A	TCGA.LN.A9FR.01A	TCGA.M9.A5M8.01A	TCGA.Q9.A6FU.01A	TCGA.Q9.A6FW.01A	TCGA.R6.A6DN.01B	TCGA.R6.A6DQ.01B	TCGA.R6.A6KZ.01A	TCGA.R6.A6L4.01A	TCGA.R6.A6L6.01B	TCGA.R6.A6XG.01B	TCGA.R6.A6XQ.01B	TCGA.R6.A6Y0.01B	TCGA.R6.A6Y2.01B	TCGA.R6.A8W5.01B	TCGA.R6.A8W8.01B	TCGA.R6.A8WC.01A	TCGA.R6.A8WG.01A	TCGA.RE.A7BO.01A	TCGA.S8.A6BV.01A	TCGA.S8.A6BW.01A	TCGA.V5.A7RB.01A	TCGA.V5.A7RC.01B	TCGA.V5.A7RC.06A	TCGA.V5.A7RE.01A	TCGA.V5.A7RE.11A	TCGA.V5.AASV.01A	TCGA.V5.AASW.01A	TCGA.V5.AASX.01A	TCGA.V5.AASX.11A	TCGA.VR.A8EO.01A	TCGA.VR.A8EP.01A	TCGA.VR.A8EQ.01A	TCGA.VR.A8ER.01A	TCGA.VR.A8ET.01A	TCGA.VR.A8EU.01A	TCGA.VR.A8EW.01A	TCGA.VR.A8EX.01A	TCGA.VR.A8EY.01A	TCGA.VR.A8EZ.01A	TCGA.VR.A8Q7.01A	TCGA.VR.AA4D.01A	TCGA.VR.AA4G.01A	TCGA.VR.AA7B.01A	TCGA.VR.AA7D.01A	TCGA.VR.AA7I.01A	TCGA.X8.AAAR.01A	TCGA.XP.A8T6.01A	TCGA.XP.A8T8.01A	TCGA.Z6.A8JD.01A	TCGA.Z6.A8JE.01A	TCGA.Z6.A9VB.01A	TCGA.Z6.AAPN.01A	TCGA.ZR.A9CJ.01B
hsa-mir-1-1	126.166	43.072	60.13	32.092	85.072	32.078	4.449	45.294	31.717	12.473	57.329	318.802	181.782	1002.535	172.728	681.906	134.806	1945.847	68.32	125.171	332.271	812.433	24.727	140.842	8.906	21.309	84.441	185.466	20.354	155.059	194.965	68.514	60.96	246.211	9.816	431.182	21.781	33.85	16.68	10.079	6.501	41.485	15.177	75.514	175.81	99.456	233.349	586.976	2.104	175.166	30.042	139.095	15.376	146.171	18.807	90.356	57.404	20.813	139.907	149.914	2.137	148.039	28.498	22.009	11.487	128.795	42.992	192.266	20.798	64.25	61.681	18.458	1347.916	8.881	0.737	45.207	92.397	52.056	10.176	658.673	471.976	21.149	2.906	14.26	88.018	6.3	139.231	3.361	277.755	178.324	43.565	13.966	35.929	337.8	137.446	4.435	7.797	440.821	285.672	208.312	328.67	271.688	523.986	2.229	5.167	20.564	343.05	100.131	78.905	763.289	2.334	249.073	2.839	57.838	7.123	114.18	423.912	13.998	25.765	17.135	10.001	219.62	639.103	27.542	24.868	109.668	294.356	20.938	108.623	96.893	12.596	133.094	2.102	25.232	216.193	32.295	28.705	26.267	10.015	9.186	2950.522	756.089	445.676	36.61	27.679	131.465	39.821	20.585	33.909	9.154	22.475	8.284	9.644	11.006	31.852	19.044	2.101	11.792	53.518	10.994	77.055	3.154	21.886	3.498	11.946	23.676	26.863	120.904	21.173	62.193	69.314	1.757	53.107	6.47	7.543	20.018	100.827	40.845	118.606	0	25.168	1.009	214.35	78.462	179.976	6.924	278.406	311.179	487.666	8.113	100.943	10.051	69.253	1.563	102.419
hsa-mir-100	7919.858	3908.306	4607.862	1423.845	4194.804	1167.852	3916.299	3138.341	1179.416	2629.921	4173.148	15386.723	13371.836	42824.596	16058.023	44123.399	11283.369	37662.115	3417.318	11539.096	8817.726	33962.633	9883.716	6678.898	540.31	13440.965	8082.73	10852.587	2926.879	16972.503	11484.268	7884.034	38993.358	9510.027	4600.123	20830.969	1310.193	6333.667	982.115	13561.337	63984.723	9689.767	3785.565	6484.496	8229.098	6335.833	31670.549	15797.949	1611.282	11193.76	9170.816	4992.209	1987.064	13987.295	2873.089	7245.653	3125.614	2294.287	8196.311	6697.137	1344.156	5976.5	4510.393	6705.537	870.144	5896.954	2843.481	4738.95	1663.819	9497.331	4815.772	1433.99	48610.788	1990.853	488.149	3618.991	7580.594	5511.318	5076.08	11023.087	32900.161	3362.626	6665.235	2690.052	3267.538	6083.267	9588.556	428.521	4376.586	10965.3	2465.316	6919.52	3043.872	10995.25	22309.042	3020.378	1232.964	16140.846	8243.399	24396.081	14914.549	27048.929	16965.57	5094.056	1176.448	1369.36	6927.945	3366.637	3373.989	16329.795	10183.192	14585.632	1017.754	9976.988	3343.264	6834.221	11274.976	1513.582	3624.867	4473.642	2020.257	8558.421	18684.648	4536.781	3658.348	4098.276	7364.275	3374.285	4085.055	7666.66	669.174	18514.331	7136.925	4410.298	84532.521	6409.965	3903.937	5345.832	1653.437	3264.954	28983.08	9545.157	8808.485	3340.664	3145.573	7210.717	3252.048	2209.031	9613.225	1682.034	2159.159	1285.693	1866.21	4009.957	10136.412	1206.595	754.263	357.703	3193.929	1037.959	6508.921	7143.54	1847.975	3164.103	17224.4	2571.605	3154.14	7027.303	2246.564	4545.033	5010.087	2678.092	7088.89	441.894	5680.008	10264.017	5024.726	5583.557	12445.62	5487.942	3939.696	16646.385	4142.26	12946.291	12550.836	6819.782	6967.689	14768.553	18974.827	5229.045	8821.742	8202.829	7479.339	14163.026	7653.565
hsa-mir-101-1	8074.65	10238.922	7646.013	10864.187	18573.452	11750.701	17810.762	7055.731	6691.188	4839.592	7100.876	14992.749	10587.893	31738.21	20599.255	28697.629	7958.48	12994.497	10920.704	14744.526	13023.535	39866.747	8213.884	10109.523	5177.481	43142.851	9302.064	8650.878	3345.15	16357.563	17541.374	11576.717	37634.602	11631.446	5304.639	13461.684	28497.545	11819.835	10797.258	8827.752	7448.332	11648.877	12865.174	13357.12	14875.902	12768.571	21498.345	24247.809	6274.743	15717.546	9389.018	18204.068	11255.298	15517.305	12614.972	6159.236	13947.877	9156.335	8390.096	15923.511	5695.034	16702.455	6462.047	13138.403	11112.282	19102.345	7584.616	13872.938	6861.953	11582.539	9326.878	4155.455	14560.392	8222.443	5601.913	8764.018	12572.456	6104.358	6229.349	8538.906	22592.536	6521.697	6073.835	7790.834	8336.732	13003.172	16016.185	7622.631	12037.773	13661.774	13749.695	9398.816	7465.403	11049.588	16355.307	6694.21	5935.382	13448.586	12215.097	21408.029	16157.333	26912.389	28253.894	11244.515	5238.035	20421.689	7794.775	6321.623	3369.255	13247.906	5067.089	16086.11	8786.468	15157.226	3361.073	7851.379	7692.217	7745.514	3990.413	4373.688	6003.264	6168.787	8742.815	5315.608	4661.354	4191.419	9318.868	6272.512	6415.892	6364.304	3090.795	11036.144	5687.467	4221.496	9063.181	13460.864	7743.838	5959.942	10331.249	7356.644	19174.07	13030.391	7794.591	6513.151	4429.517	14426.534	5034.038	7572.075	7090.988	4820.686	4577.04	10451.224	6396.11	12470.646	7163.138	8478.813	4723.074	4679.623	8074.732	7383.411	7862.043	4018.044	8432.93	4905.321	17293.36	3649.786	11669.857	7532.132	5539.518	6739.186	11581.57	5329.834	11023.926	11740.267	6732.7	11964.502	6194.113	7681.69	14746.969	7411.266	8901.583	6090.928	7854.715	9604.285	9816.282	8916.655	10119.984	30898.202	16431.777	6502.027	13187.657	8286.591	10101.452	8635.076	8515.673
hsa-mir-101-2	8214.6	10314.812	7748.867	10914.618	18434.244	11931.142	18276.803	7201.677	6732.304	4937.458	6956.565	15196.529	10879.554	31877.395	20850.755	28833.613	7995.872	13672.802	11247.852	14884.778	13294.52	40828.221	8338.976	10192.546	5299.199	43022.098	9367.365	8725.345	3181.301	16557.248	18068.012	11709.507	38178.839	11918.882	5556.845	13630.237	28531.054	11857.446	10811.269	8840.351	7522.728	11580.428	12940.517	13565.8	15106.799	13102.64	21746.336	24879.727	6312.606	15760.132	9474.401	18456.178	11495.402	15654.596	12587.485	6102.226	14119.444	9273.211	8488.292	16586.991	5945.059	17062.632	6489.681	13382.952	11255.87	19382.276	7818.573	13904.531	6999.738	11756.306	9394.166	4134.69	15263.293	8533.282	5597.489	8946.068	12813.174	6363.977	6309.06	8583.613	22890.484	6413.311	5743.988	7784.124	8445.396	13260.211	16549.002	7503.317	12273.995	13558.022	13989.859	9416.889	7474.385	11342.106	16741.358	6751.868	6133.636	13589.875	12281.976	21955.689	16294.279	27636.889	28980.761	11414.639	5205.308	20457.208	7980.525	6379.477	3569.674	13490.205	5347.168	16458.965	8914.22	15236.438	3473.86	8067.536	7652.58	7652.774	4124.071	4313.716	6138.281	6322.521	8994.392	5415.065	4640.63	4090.765	9522.584	6279.124	6409.801	6597.987	3095.519	11106.606	5785.219	4307.632	9186.375	13634.139	7813.394	6061.387	10347.638	7432.756	19676.662	13026.654	7881.392	6690.481	4391.124	14781.829	5088.792	7698.801	7164.79	4892.773	4716.593	10638.445	6535.955	12542.449	7326.55	8646.131	4487.76	4848.648	8079.014	7451.962	8158.483	4135.526	8466.236	5006.769	17683.232	3645.232	11916.259	7710.307	5452.598	6939.446	11734.791	5427.331	11223.505	11905.249	6780.473	12158.713	6154.613	7853.669	15015.077	7499.946	9333.304	6271.527	7933.163	9797.989	9847.621	8917.644	10091.869	31384.886	16564.217	6601.821	13299.08	8313.395	10451.792	8546.748	8598.204
hsa-mir-103a-1	74631.145	59217.356	58125.204	48818.762	54232.377	56551.127	167836.928	53212.894	28493.937	54654.574	64629.436	45706.421	29352.416	44915.397	63735.737	47512.085	51748.816	68432.527	52138.741	52479.776	45365.289	71452.83	46014.916	51868.57	54669.327	46628.73	34542.159	56762.515	45045.028	88518.119	81772.492	38724.437	41162.96	45893.08	48080.795	42154.858	131409.723	50877.446	58629.318	33128.796	60129.099	76269.446	35107.534	52697.696	31974.047	94171.72	45975.326	51426.411	70303.201	44895.566	45944.205	29485.983	49094.674	54727.904	70490.493	53792.738	31438.676	49734.64	29718.58	28609.776	54200.051	32504.468	42852.618	64699.144	39928.975	34118.747	30536.427	37690.45	53983.123	41393.12	62223.735	57988.331	55621.194	39953.227	46600.513	49909.576	46595.571	34282.321	53908.541	31701.249	47431.19	43439.21	48288.442	34305.507	67202.403	63439.603	46876.787	65735.107	48558.64	45843.299	80846.06	50784.494	47883.447	48976.454	52251.963	54286.968	73990.12	39771.418	71962.54	46697.837	47771.294	43780.7	45553.706	40409.233	60322.669	56372.76	37795.791	57971.575	28540.037	44575.331	56932.984	61066.233	88246.515	60994.788	53346.195	35167.346	46354.174	47199.251	55282.841	34858.14	76399.72	52293.202	36426.76	39118.834	49024.344	31791.688	51268.134	56342.411	43700.143	48816.981	56930.146	45649.182	39113.292	50904.183	33746.58	53222.394	58118.534	43075.523	95965.804	51619.862	53166.158	55999.167	38577.607	44200.875	41563.889	45019.241	62492.424	40401.338	45435.179	53391.415	36517.535	50413.738	34198.181	53656.167	54766.674	54498.104	73440.852	51658.636	53607.489	50928.531	57256.128	43029.183	113609.517	33261.56	49858.504	57064.324	55898.224	37200.376	34530.89	49955.555	37918.575	55627.727	42989.029	78759.296	49494.103	29072.251	40770.546	63591.785	36649.147	57161.827	49758.264	35355.029	51021.951	38401.201	41438.264	36381.731	34376.264	30034.991	57950.119	51264.922	33099.872	64052.93	67610.07	37398.862	39452.105
hsa-mir-106a	32.867	41.021	11.077	28.817	23.201	18.044	321.446	20.13	52.862	95.947	25.699	8.151	6.076	24.206	18.032	38.711	42.311	42.088	218.099	27.9	53.163	14.58	32	191.249	50.469	120.754	39.406	30.911	50.885	83.959	59.033	16.952	15.424	15.46	28.694	30.379	123.983	42.626	50.707	15.749	25.28	22.817	31.438	11.368	12.893	61.203	31.113	25.195	23.139	19.284	33.205	78.241	48.494	81.282	40.507	62.388	45.794	57.637	32.153	163.272	132.492	67.152	79.448	29.346	28.718	135.366	89.984	50.549	50.694	64.25	52.335	100.368	55.819	41.445	109.133	49.483	34.041	204.928	55.967	9.686	28.44	34.366	49.404	20.97	43.466	25.2	26.263	63.858	65.761	23.777	31.277	14.787	24.701	67.017	12.017	17.741	484.498	21.9	21.019	78.397	12.553	18.113	13.136	11.886	72.344	404.732	65.263	162.435	39.453	50.758	25.674	80.509	79.49	65.382	45.115	52.296	53.073	45.495	33.817	42.837	92.512	38.856	32.936	29.072	77.367	40.562	44.871	40.774	80.199	30.635	91.323	25.622	36.788	24.361	126.817	52.79	48.578	21.738	47.345	68.239	43.982	57.921	48.871	59.491	25	29.466	71.346	162.107	37.898	53.779	21.43	28.166	215.193	56.604	33.929	69.376	60.929	64.858	36.392	23.928	47.607	40.212	258.831	167.913	80.364	40.068	14.821	44.544	13.372	22.389	37.697	51.823	83.943	24.586	32.687	41.09	20.789	35.112	46.844	40.705	73.567	45.402	37.567	35.553	35.368	15.825	12.343	6.224	22.587	72.209	51.299	34.342	25.8	9.38	27.842
hsa-mir-106b	1151.401	2611.007	3789.777	2070.273	1226.578	1918.686	4572.537	2048.276	3843.674	4798.334	2834.815	1935.454	4553.655	1435.219	2508.354	1647.692	1421.86	769.334	3423.888	933.503	1435.409	1604.617	2725.84	1223.106	2499.678	1093.887	1187.809	2663.97	1242.6	3510.379	1499.13	3794.394	1776.665	2660.219	2334.796	1362.142	4094.773	2694.19	4061.899	2257.808	3779.06	1540.116	5227.917	2531.763	913.042	1732.823	1626.125	4838.803	1769.044	2033.695	1636.516	767.196	1392.128	1519.081	1236.904	1041.24	1352.541	3160.449	1310.437	1019.71	2421.191	992.014	2887.757	2764.628	1988.695	1073.727	6301.85	1016.392	779.915	889.28	1425.199	2586.488	755.619	2495.597	2858.841	2714.243	8703.946	1783.732	2425.257	1139.266	1501.248	3494.805	1913.694	3605.19	2146.122	5886.707	5225.281	1324.214	6248.186	1454.691	2174.885	1083.562	3121.345	2020.46	2165.336	2124.465	2569.511	1698.999	1247.784	1560.104	1533.794	2048.57	2048.752	3346.759	4003.023	6305.598	1723.619	3482.344	1543.387	953.872	3722.712	1472.803	4258.385	1467.315	1628.891	1212.397	1651.979	2131.263	2442.88	2154.716	4233.039	1143.713	1088.998	1594.376	3178.949	1583.425	1999.464	1448.011	1753.203	1422.76	3737.925	3178.603	2896.814	2957.31	3839.533	2698.508	3332.037	2021.67	6724.826	2789.908	1434.851	2015.407	1509.901	1227.58	1743.771	3103.017	7230.83	3056.234	1653.566	1890.286	4097.75	6716.751	5833.112	1768.867	3178.231	2738.304	5658.024	3372.63	4623.919	4541.797	1670.666	1330.938	4342.074	2583.405	3128.204	4310.899	2233.372	2827.466	3142.515	1732.685	1230.633	13761.125	5515.389	2754.88	2189.196	1370.362	4707.692	3132.152	3215.31	2847.915	3804.178	2437.582	3013.055	3908.407	2578.755	4348.044	1261.741	1983.455	2548.183	3034.387	2032.647	2857.965	2438.797	1994.033	1842.543
hsa-mir-107	409.246	298.43	303.815	465.664	214.999	419.023	419.325	286.859	152.713	288.802	312.344	403.937	225.328	246.095	466.935	299.761	134.806	270.148	342.914	171.167	160.228	232.471	138.183	157.151	298.358	175.803	104.707	161.58	132.3	384.243	229.918	257.81	362.825	192.96	272.594	247.929	1710.623	218.143	523.75	226.789	322.867	345.359	296.493	334.537	256.683	390.172	443.821	271.017	246.11	241.054	120.169	182.562	215.265	233.6	225.681	202.224	252.836	275.379	170.322	145.461	181.643	134.303	202.074	330.141	149.332	182.678	121.978	170.602	211.877	132.881	324.291	227.269	162.287	176.142	164.437	275.517	297.453	157.485	235.742	172.864	315.553	245.852	174.368	317.908	311.867	361.619	425.606	435.243	403.22	237.765	652.354	433.754	460.342	216.445	320.707	458.305	311.861	222.53	360.195	278.87	220.255	234.069	307.483	230.299	229.089	421.557	150.608	200.263	123.092	145.571	214.727	346.69	370.48	237.637	254.069	148.172	127.644	150.483	90.179	111.377	202.526	231.446	146.461	102.517	179.602	87.133	157.049	163.094	137.048	112.567	111.791	239.854	182.89	282.767	194.453	263.33	247.308	191.117	464.346	250.646	433.049	338.808	184.543	211.652	96.43	179.064	245.563	178.832	134.639	234.569	201.751	359.53	362.874	205.975	273.508	461.145	445.414	414.7	372.482	402.249	343.556	156.906	470.082	152.171	348.604	327.825	343.667	303.322	364.398	354.498	340.491	397.893	313.501	605.582	147.511	389.124	153.839	281.614	218.274	184.627	311.691	309.742	408.812	240.291	322.344	432.233	272.234	278.816	237.16	187.418	180.373	265.526	258.002	230.592	522.037
hsa-mir-10a	117581.797	334193.535	143810.55	73076.525	456958.28	84282.862	53288.803	156290.983	57101.822	16291.885	22455.136	61435.494	92834.711	95402.227	35306.772	52984.209	113053.122	359634.144	31330.018	166795.475	47993.181	185779.14	91583.283	42866.513	29791.295	53996.488	84753.262	73403.897	47995.314	53443.832	149793.379	57663.919	171352.344	45301.029	23336.636	82490.913	353688.567	83996.304	49421.324	39676.061	33700.234	79906.609	108425.203	110256.734	52110.195	121958.089	103378.369	149676.718	17970.207	48472.008	93575.523	79999.23	76918.301	90587.508	415605.445	30669.25	67190.39	310487.67	92191.989	104952.979	60713.545	105016.077	85686.238	715788.002	221896.72	84139.687	28246.845	122910.314	185313.026	245096.567	302468.417	38027.84	314347.764	115913.501	18437.572	84833.084	100981.656	118293.676	306606.735	71610.578	79460.532	40311.862	20610.353	247020.117	43245.166	41397.21	62908.801	61864.975	41987.705	188853.684	135071.844	81752.692	202640.386	31341.127	87427.59	86655.128	39053.899	48969.326	99649.774	228116.74	380509.88	93994.589	124819.617	68591.838	22178.541	372146.211	53430.524	27970.011	30807.774	220358.855	11070.108	70941.109	15463.616	39687.916	30654.502	73214.461	87308.344	13517.247	38297.015	41529.336	19522.484	92770.005	119496.116	49613.87	73419.776	47914.379	44592.184	35547.909	31008.453	89646.699	34367.185	71107.9	78597.619	31304.502	71789.234	32760.316	20875.463	62001.508	18643.047	16133.175	49707.405	49023.094	46208.078	98143.447	56075.67	118772.553	31242.894	108007.723	86942.888	58365.429	80410.497	131442.207	93199.596	125871.551	54693.969	15526.58	28393.068	70257.239	31410.538	31291.385	208041.07	79495.14	71342.095	20417.122	60044.58	61257.753	130652.742	20080.737	129530.677	95121.039	141330.658	11322.823	40133.258	16866.363	59653.079	56735.508	36468.242	26350.634	29665.367	21445.862	30543.776	32926.528	107961.732	23298.42	69748.159	19032.087	99684.376	255926.631	111130.351	26229.602	25565.565	23002.767	36049.651	30016.798	49877.937
hsa-mir-10b	38595.26	74741.875	18882.423	22931.503	117655.582	60487.742	23216.389	41184.936	12287.541	30072.825	21658.462	36015.565	78243.571	146699.962	106480.259	190176.385	35904.671	156727.762	29289.612	66328.502	41057.584	69990.774	99766.622	80922.145	57071.037	154156.449	51680.384	94430.434	124089.069	53255.492	104673.45	62706.395	90613.597	26781.413	19903.912	26005.148	38260.33	94070.996	48081.592	77501.904	49766.297	53051.55	23642.975	25784.52	30367.14	57756.938	67383.992	20326.922	41746.075	110085.495	63394.053	49750.397	47225.887	46364.761	74513.686	32998.057	37497.053	64143.981	130317.175	76929.499	97089.103	88092.326	83752.719	44681.574	56055.353	56122.914	86636.188	54917.662	120444.888	58793.212	69983.361	553634.26	184674.893	73025.062	101304.887	42501.152	100936.268	45874.275	103873.92	78791.903	96346.699	40790.349	73064.749	64343.167	74561.155	62928.044	422875.409	8778.797	19551.864	49392.485	29046.495	21890.59	47009.92	53835.157	38382.698	13793.502	45788.982	93635.698	14639.007	22812.458	30700.988	60055.943	41645.461	42871.942	60949.648	47113.457	74786.669	32504.847	80458.127	42512.439	40501.704	34269.468	51106.299	52507.748	107494.962	46190.481	70748.243	91578.691	40264.845	66160.784	111681.709	53833.076	80852.117	55544.583	55834.01	93265.833	104015.225	70584.496	92612.182	34699.098	103463.696	70450.258	79681.297	53336.851	78945.331	50635.677	53102.814	84797.831	24771.507	42961.436	35387.468	28892.691	28237.338	54645.027	102907.479	78360.804	57114.93	111606.244	75289.134	128571.461	63557.979	157426.124	48241.774	76759.408	48897.678	21860.183	30668.463	14384.78	23686.881	44649.042	101331.47	61337.46	130429.701	50188.374	6679.946	40080.255	20940.528	21943.089	33160.219	46962.849	27500.756	51196.446	152931.064	33966.289	130532.074	45560.843	74630.795	38406.302	74832.194	63330.129	47344.111	25865.006	27387.091	25324.956	22761.99	76382.546	48602.391	53057.254	145861.41	109017.266	75617.765	14955.735	42043.442	75118.989	26786.981
hsa-mir-1180	68.914	67.685	106.019	30.782	85.072	34.083	74.522	36.235	85.754	181.341	106.75	38.945	55.193	30.258	69.281	47.644	56.087	35.237	170.8	51.275	31.012	34.83	39.273	23.721	54.922	21.309	23.644	106.784	6.106	52.191	78.452	55.094	22.034	82.452	37	54.878	33.509	167.995	53.376	66.147	64.284	14.52	104.071	32.479	23.441	67.579	24.708	44.261	147.245	22.498	18.974	15.214	20.107	35.518	27.487	78.523	17.415	30.42	24.332	16.327	51.287	15.262	36.27	37.905	77.538	24.97	89.984	20.761	31.197	39.426	14.953	59.99	35.145	93.252	146.74	13.44	12.968	28.993	49.184	54.393	36.566	50.228	58.123	33.552	208.636	60.48	56.484	433.562	77.01	37.826	116.173	48.469	41.543	79.695	58.583	78.355	102.469	29.671	50.637	40.319	41.084	13.468	39.408	34.916	41.339	44.866	38.489	40.053	22.093	16.281	168.047	44.783	364.802	60.352	130.596	17.432	56.432	185.479	40.258	92.814	105.013	54.06	33.637	102.517	16.579	45.069	101.409	59.507	90.35	59.846	125.962	33.451	103.007	183.581	89.376	80.117	90.532	89.671	424.285	190.281	47.365	97.158	101.389	35.466	59.822	17.566	87.938	25.088	40.89	25.173	25.611	62.959	53.648	25.157	25.62	258.459	130.263	96.305	77.065	20.048	16.687	67.02	97.061	174.909	177.017	91.973	28.716	33.938	37.888	49.754	24.321	259.114	157.607	47.877	79.622	21.423	25.986	75.24	52.824	148.283	83.247	120.063	120.434	40.457	80.586	127.593	32.915	22.405	31.827	80.322	50.196	90.463	167.022	30.485	61.65
hsa-mir-1247	26.506	9.23	17.406	2.62	92.805	1.002	11.123	4.026	4.699	1.919	3.954	27.171	65.32	211.803	56.943	386.116	20.664	67.537	2.628	284.274	33.227	72.09	42.182	47.442	8.906	83.462	16.888	15.456	61.061	49.921	47.382	271.936	182.147	25.194	2.265	116.615	0	8.776	0.667	88.826	0.722	199.126	8.131	259.023	14.065	12.751	34.774	34.728	0	139.812	12.649	34.774	2.366	64.206	36.167	174.257	19.995	28.819	1678.019	26.717	12.822	33.576	12.953	7.336	0	42.055	8.998	53.257	7.799	55.489	6.542	16.151	72.357	19.242	54.566	8.553	21.073	7.248	10.176	105.805	54.849	47.584	107.527	7.549	51.072	1504.437	26.623	0	4.326	9.727	3.351	4.929	16.842	139.467	30.794	0	30.072	351.809	27.707	73.917	31.954	90.098	43.301	16.344	34.449	0.935	18.408	4.45	145.186	140.782	403.78	38.242	14.195	27.661	5.936	179.55	51.729	5.249	20.934	5.712	32.504	86.159	39.243	32.132	4.145	489.75	26.923	4.408	35.531	59.133	7.873	22.064	111.416	129.638	26.571	45.958	40.85	46.194	12.747	195.53	60.898	27.404	35.012	2.288	16.072	57.799	9.955	68.831	17.952	8.01	4.704	0	365.888	150.943	1.385	1.36	10.505	0	0	0	33.374	37.847	6.661	6.122	15.204	10.928	8.337	0	3.343	3.732	14.592	28.107	42.828	1.941	32.687	20.018	11.434	30.096	49.834	0	17.424	5.045	9.944	57.621	86.854	413.44	111.088	32.985	56.467	1.623	360.747	41.043	44.811	3.127	1.989
